,ps_code,urban,treatment,regular_whd,women_whd,b_fir_bywomen_count,e_fir_bywomen_count,implement_quality,training_score,month,e_fir_caw_count,b_fir_caw_count,urban_encoded,treatment_encoded
261,5082.0,Urban,Control,0.0,0.0,3,2,0.0,1.3,2.0,2,3,1.0,0.0
262,5083.0,Urban,Control,0.0,0.0,8,3,0.0,1.2727273,2.0,3,9,1.0,0.0
263,5084.0,Urban,Treatment,0.0,1.0,0,0,6.0,1.2727273,2.0,0,0,1.0,1.0
264,5085.0,Rural,Control,0.0,0.0,2,4,0.0,0.16666667,2.0,4,2,0.0,0.0
265,5086.0,Urban,Control,0.0,0.0,1,2,0.0,0.09090909,2.0,6,2,1.0,0.0
266,5087.0,Urban,Treatment,1.0,0.0,0,3,8.0,2.4,2.0,5,0,1.0,1.0
267,5088.0,Rural,Treatment,1.0,0.0,4,3,7.0,2.7411764,2.0,3,5,0.0,1.0
268,5089.0,Urban,Treatment,0.0,1.0,0,0,7.0,2.2727273,2.0,0,0,1.0,1.0
269,5090.0,Urban,Treatment,1.0,0.0,0,0,1.0,1.2727273,2.0,0,0,1.0,1.0
270,5091.0,Urban,Control,0.0,0.0,3,4,0.0,1.25,2.0,4,4,1.0,0.0
271,5092.0,Urban,Treatment,1.0,0.0,0,0,6.0,3.5402298,2.0,0,0,1.0,1.0
272,5093.0,Urban,Treatment,0.0,1.0,0,1,7.0,2.4615386,2.0,2,0,1.0,1.0
273,5094.0,Rural,Treatment,1.0,0.0,1,3,6.0,1.4949495,2.0,3,2,0.0,1.0
274,5095.0,Urban,Treatment,1.0,0.0,0,0,7.0,2.1,2.0,0,0,1.0,1.0
275,5096.0,Urban,Treatment,0.0,1.0,0,1,7.0,2.2307692,2.0,1,0,1.0,1.0
276,5097.0,Urban,Treatment,1.0,0.0,0,1,6.0,1.5,2.0,1,0,1.0,1.0
277,6098.0,Urban,Treatment,1.0,0.0,3,4,6.0,1.1666666,2.0,5,5,1.0,1.0
278,6099.0,Rural,Treatment,1.0,0.0,11,5,9.0,3.5285714,2.0,10,14,0.0,1.0
279,6100.0,Rural,Treatment,0.0,1.0,1,4,8.0,2.7727273,2.0,7,1,0.0,1.0
280,6101.0,Urban,Control,0.0,0.0,5,1,0.0,1.3636364,2.0,3,6,1.0,0.0
281,6102.0,Rural,Control,0.0,0.0,3,3,0.0,1.1818182,2.0,3,3,0.0,0.0
282,6103.0,Urban,Treatment,1.0,0.0,0,4,9.0,3.6694915,2.0,6,0,1.0,1.0
283,6104.0,Urban,Treatment,0.0,1.0,2,1,8.0,2.5454545,2.0,1,2,1.0,1.0
284,6105.0,Urban,Control,0.0,0.0,3,3,0.0,1.3,2.0,3,7,1.0,0.0
285,6106.0,Urban,Treatment,1.0,0.0,1,3,8.0,3.8333335,2.0,3,1,1.0,1.0
286,6107.0,Urban,Control,0.0,0.0,1,2,0.0,0.25,2.0,3,1,1.0,0.0
287,6108.0,Urban,Treatment,0.0,1.0,8,5,8.0,3.5636363,2.0,16,12,1.0,1.0
288,6109.0,Rural,Treatment,0.0,1.0,4,6,8.0,2.7045455,2.0,8,5,0.0,1.0
289,6110.0,Urban,Treatment,1.0,0.0,4,2,5.0,1.7111111,2.0,3,8,1.0,1.0
290,6111.0,Rural,Control,0.0,0.0,2,2,0.0,1.25,2.0,2,2,0.0,0.0
291,6112.0,Urban,Treatment,0.0,1.0,6,4,9.0,3.3333335,2.0,7,7,1.0,1.0
292,6113.0,Urban,Control,0.0,0.0,2,4,0.0,1.3636364,2.0,7,2,1.0,0.0
293,6114.0,Rural,Treatment,1.0,0.0,4,6,8.0,3.8846154,2.0,8,6,0.0,1.0
294,6115.0,Urban,Treatment,0.0,1.0,3,3,9.0,2.5208333,2.0,6,5,1.0,1.0
295,6116.0,Urban,Control,0.0,0.0,5,0,0.0,1.0833334,2.0,0,7,1.0,0.0
296,6117.0,Rural,Control,0.0,0.0,3,4,0.0,0.125,2.0,5,7,0.0,0.0
297,6118.0,Urban,Treatment,0.0,1.0,2,3,8.0,2.5883555,2.0,3,2,1.0,1.0
298,6119.0,Rural,Control,0.0,0.0,5,6,0.0,1.1818182,2.0,7,8,0.0,0.0
299,6120.0,Rural,Treatment,1.0,0.0,5,5,9.0,2.6780303,2.0,9,7,0.0,1.0
300,6121.0,Urban,Treatment,1.0,0.0,3,4,9.0,2.6666667,2.0,9,4,1.0,1.0
301,6122.0,Rural,Treatment,0.0,1.0,2,6,8.0,2.4287317,2.0,10,2,0.0,1.0
302,7123.0,Rural,Treatment,1.0,0.0,3,3,9.0,2.6660376,2.0,4,3,0.0,1.0
303,7124.0,Rural,Treatment,1.0,0.0,1,0,7.0,2.9886365,2.0,0,1,0.0,1.0
304,7125.0,Rural,Treatment,0.0,1.0,1,0,8.0,2.5333333,2.0,0,1,0.0,1.0
305,7126.0,Rural,Control,0.0,0.0,2,6,0.0,1.1818182,2.0,8,3,0.0,0.0
306,7127.0,Rural,Control,0.0,0.0,0,0,0.0,1.3333334,2.0,0,0,0.0,0.0
307,7128.0,Rural,Treatment,1.0,0.0,0,4,6.0,1.6169591,2.0,5,0,0.0,1.0
308,7129.0,Rural,Control,0.0,0.0,0,0,0.0,1.1,2.0,0,0,0.0,0.0
309,7130.0,Rural,Control,0.0,0.0,0,1,0.0,1.1,2.0,1,0,0.0,0.0
310,7131.0,Rural,Treatment,0.0,1.0,0,1,8.0,3.8514414,2.0,1,0,0.0,1.0
311,7132.0,Rural,Treatment,0.0,1.0,0,2,9.0,3.6222224,2.0,2,0,0.0,1.0
312,8133.0,Rural,Treatment,1.0,0.0,1,3,8.0,4.133333,2.0,6,2,0.0,1.0
313,8134.0,Rural,Treatment,0.0,1.0,2,1,5.0,2.862805,2.0,1,2,0.0,1.0
314,8135.0,Rural,Control,0.0,0.0,3,4,0.0,1.4,2.0,4,3,0.0,0.0
315,8136.0,Rural,Treatment,0.0,1.0,4,2,7.0,3.68125,2.0,2,4,0.0,1.0
316,8137.0,Rural,Treatment,0.0,1.0,4,7,8.0,3.9191918,2.0,16,4,0.0,1.0
317,8138.0,Rural,Treatment,1.0,0.0,4,8,6.0,3.5076923,2.0,16,7,0.0,1.0
318,8139.0,Rural,Control,0.0,0.0,3,6,0.0,0.44444445,2.0,11,5,0.0,0.0
319,8140.0,Rural,Treatment,1.0,0.0,2,5,8.0,4.5833335,2.0,7,2,0.0,1.0
320,9141.0,Rural,Control,0.0,0.0,0,0,0.0,0.09090909,2.0,0,0,0.0,0.0
321,9142.0,Rural,Treatment,1.0,0.0,0,0,6.0,1.7272727,2.0,0,0,0.0,1.0
322,9143.0,Rural,Treatment,0.0,1.0,2,7,9.0,3.7672956,2.0,14,2,0.0,1.0
323,9144.0,Rural,Control,0.0,0.0,2,3,0.0,0.0,2.0,4,2,0.0,0.0
324,9145.0,Urban,Treatment,0.0,1.0,5,5,8.0,2.0769231,2.0,10,15,1.0,1.0
325,9146.0,Urban,Treatment,1.0,0.0,1,1,8.0,2.4901962,2.0,1,1,1.0,1.0
326,9147.0,Rural,Treatment,1.0,0.0,4,2,9.0,3.6212122,2.0,2,6,0.0,1.0
327,9148.0,Rural,Treatment,0.0,1.0,3,4,7.0,1.9166667,2.0,5,3,0.0,1.0
328,9149.0,Urban,Control,0.0,0.0,7,5,0.0,0.083333336,2.0,8,7,1.0,0.0
329,9150.0,Rural,Control,0.0,0.0,3,1,0.0,1.1666666,2.0,2,4,0.0,0.0
330,10151.0,Rural,Treatment,0.0,1.0,1,0,8.0,4.2916665,2.0,0,1,0.0,1.0
331,10152.0,Urban,Treatment,0.0,1.0,0,3,8.0,3.7252965,2.0,5,0,1.0,1.0
332,10153.0,Rural,Treatment,1.0,0.0,1,5,7.0,3.6448865,2.0,5,3,0.0,1.0
333,10154.0,Rural,Treatment,1.0,0.0,1,0,8.0,3.7696078,2.0,0,3,0.0,1.0
334,10155.0,Rural,Control,0.0,0.0,4,2,0.0,0.0,2.0,6,7,0.0,0.0
335,10156.0,Rural,Control,0.0,0.0,4,3,0.0,0.33333334,2.0,6,5,0.0,0.0
336,10157.0,Rural,Treatment,0.0,1.0,5,1,7.0,2.5714285,2.0,3,5,0.0,1.0
337,10158.0,Rural,Treatment,0.0,1.0,2,11,5.0,2.896739,2.0,19,6,0.0,1.0
338,10159.0,Rural,Control,0.0,0.0,2,1,0.0,1.1666666,2.0,6,4,0.0,0.0
339,10160.0,Rural,Treatment,1.0,0.0,0,0,5.0,2.3,2.0,0,0,0.0,1.0
340,11161.0,Rural,Treatment,0.0,1.0,5,2,8.0,2.1666667,2.0,3,9,0.0,1.0
341,11162.0,Rural,Treatment,1.0,0.0,4,2,9.0,3.6944444,2.0,4,5,0.0,1.0
342,11163.0,Rural,Treatment,0.0,1.0,3,0,9.0,3.889328,2.0,0,3,0.0,1.0
343,11164.0,Rural,Control,0.0,0.0,2,4,0.0,1.4166666,2.0,4,2,0.0,0.0
344,11165.0,Rural,Treatment,0.0,1.0,3,3,7.0,2.8311687,2.0,4,3,0.0,1.0
345,11166.0,Rural,Control,0.0,0.0,3,3,0.0,0.23076923,2.0,5,3,0.0,0.0
346,11167.0,Rural,Treatment,1.0,0.0,4,3,7.0,3.2597404,2.0,4,7,0.0,1.0
347,11168.0,Rural,Control,0.0,0.0,7,6,0.0,1.1111112,2.0,6,8,0.0,0.0
348,11169.0,Rural,Treatment,1.0,0.0,2,3,9.0,3.5664337,2.0,3,3,0.0,1.0
349,11170.0,Rural,Treatment,1.0,0.0,5,2,8.0,2.361472,2.0,2,14,0.0,1.0
350,12171.0,Rural,Treatment,0.0,1.0,4,7,7.0,3.1992264,2.0,16,4,0.0,1.0
351,12172.0,Rural,Control,0.0,0.0,5,4,0.0,1.1111112,2.0,5,10,0.0,0.0
352,12173.0,Rural,Treatment,1.0,0.0,3,1,6.0,1.4985075,2.0,1,3,0.0,1.0
353,12174.0,Rural,Treatment,1.0,0.0,2,4,9.0,3.6166666,2.0,4,2,0.0,1.0
354,12175.0,Rural,Treatment,0.0,1.0,1,1,6.0,2.5454545,2.0,3,2,0.0,1.0
355,12176.0,Rural,Control,0.0,0.0,1,2,0.0,1.3636364,2.0,2,2,0.0,0.0
356,12177.0,Rural,Treatment,1.0,0.0,2,6,7.0,2.9111114,2.0,9,2,0.0,1.0
357,12178.0,Rural,Control,0.0,0.0,0,2,0.0,0.0,2.0,2,0,0.0,0.0
358,12179.0,Rural,Treatment,0.0,1.0,4,8,9.0,3.8906007,2.0,17,5,0.0,1.0
359,12180.0,Rural,Treatment,1.0,0.0,4,1,8.0,3.5278592,2.0,1,6,0.0,1.0
360,1001.0,Rural,Treatment,0.0,1.0,3,8,9.0,2.9166667,3.0,23,7,0.0,1.0
361,1002.0,Rural,Control,0.0,0.0,2,1,0.0,1.5454545,3.0,1,5,0.0,0.0
362,1003.0,Rural,Control,0.0,0.0,5,7,0.0,1.0909091,3.0,13,7,0.0,0.0
363,1004.0,Rural,Treatment,1.0,0.0,3,7,7.0,3.8972974,3.0,7,5,0.0,1.0
364,1005.0,Rural,Treatment,0.0,1.0,4,4,9.0,4.1576576,3.0,4,4,0.0,1.0
365,1006.0,Rural,Treatment,0.0,1.0,8,9,9.0,3.9738562,3.0,15,13,0.0,1.0
366,1007.0,Rural,Control,0.0,0.0,9,2,0.0,1.1666666,3.0,4,16,0.0,0.0
367,1008.0,Rural,Control,0.0,0.0,2,1,0.0,1.4,3.0,1,2,0.0,0.0
368,1009.0,Rural,Treatment,1.0,0.0,1,1,5.0,1.5539216,3.0,1,1,0.0,1.0
369,1010.0,Rural,Treatment,1.0,0.0,2,2,9.0,3.765504,3.0,4,3,0.0,1.0
370,2011.0,Rural,Treatment,0.0,1.0,2,3,9.0,3.77907,3.0,4,3,0.0,1.0
371,2012.0,Rural,Control,0.0,0.0,1,2,0.0,1.2307693,3.0,3,2,0.0,0.0
372,2013.0,Rural,Treatment,0.0,1.0,2,2,9.0,2.6103897,3.0,2,2,0.0,1.0
373,2014.0,Rural,Control,0.0,0.0,3,3,0.0,1.3333334,3.0,6,5,0.0,0.0
374,2015.0,Rural,Treatment,1.0,0.0,5,4,9.0,3.875,3.0,12,8,0.0,1.0
375,2016.0,Rural,Treatment,1.0,0.0,4,1,8.0,2.967366,3.0,1,5,0.0,1.0
376,2017.0,Rural,Control,0.0,0.0,7,5,0.0,0.16666667,3.0,17,11,0.0,0.0
377,2018.0,Rural,Treatment,0.0,1.0,3,5,9.0,3.7465985,3.0,7,6,0.0,1.0
378,2019.0,Rural,Treatment,0.0,1.0,5,5,8.0,2.3333333,3.0,7,8,0.0,1.0
379,2020.0,Rural,Treatment,1.0,0.0,2,2,0.0,0.72727275,3.0,2,2,0.0,1.0
380,2021.0,Rural,Control,0.0,0.0,2,0,0.0,1.3636364,3.0,0,2,0.0,0.0
381,2022.0,Rural,Treatment,1.0,0.0,5,3,9.0,4.5441175,3.0,3,11,0.0,1.0
382,3023.0,Urban,Treatment,1.0,0.0,3,4,7.0,3.7179487,3.0,5,4,1.0,1.0
383,3024.0,Urban,Treatment,1.0,0.0,4,2,7.0,3.8541226,3.0,2,6,1.0,1.0
384,3025.0,Urban,Treatment,1.0,0.0,1,1,8.0,2.3077922,3.0,2,1,1.0,1.0
385,3026.0,Urban,Treatment,1.0,0.0,1,3,8.0,1.2875,3.0,4,2,1.0,1.0
386,3027.0,Rural,Treatment,0.0,1.0,7,3,5.0,2.4,3.0,4,11,0.0,1.0
387,3028.0,Urban,Control,0.0,0.0,1,1,0.0,0.0,3.0,1,1,1.0,0.0
388,3029.0,Rural,Treatment,1.0,0.0,1,2,3.0,2.5555556,3.0,3,1,0.0,1.0
389,3030.0,Urban,Treatment,0.0,1.0,3,5,7.0,1.25,3.0,5,3,1.0,1.0
390,3031.0,Urban,Control,0.0,0.0,3,1,0.0,1.3636364,3.0,1,8,1.0,0.0
391,3032.0,Urban,Treatment,0.0,1.0,1,1,8.0,3.4333332,3.0,1,3,1.0,1.0
392,3033.0,Urban,Treatment,1.0,0.0,2,2,7.0,4.1625,3.0,2,3,1.0,1.0
393,3034.0,Urban,Treatment,0.0,1.0,1,1,6.0,1.1818182,3.0,1,1,1.0,1.0
394,3035.0,Urban,Treatment,1.0,0.0,2,0,6.0,1.1,3.0,0,3,1.0,1.0
395,3036.0,Urban,Treatment,1.0,0.0,2,2,8.0,2.4520886,3.0,2,3,1.0,1.0
396,3037.0,Urban,Control,0.0,0.0,1,1,0.0,0.44444445,3.0,1,2,1.0,0.0
397,3038.0,Urban,Treatment,0.0,1.0,3,2,7.0,2.4,3.0,3,3,1.0,1.0
398,3039.0,Urban,Treatment,0.0,1.0,3,3,6.0,3.5511365,3.0,4,5,1.0,1.0
399,3040.0,Urban,Control,0.0,0.0,0,1,0.0,0.27272728,3.0,1,0,1.0,0.0
400,3041.0,Urban,Control,0.0,0.0,7,3,0.0,1.4545455,3.0,4,10,1.0,0.0
401,3042.0,Urban,Treatment,0.0,1.0,5,2,8.0,2.4,3.0,2,8,1.0,1.0
402,3043.0,Rural,Control,0.0,0.0,5,4,0.0,0.09090909,3.0,5,6,0.0,0.0
403,3044.0,Urban,Treatment,0.0,1.0,4,2,7.0,1.4,3.0,2,9,1.0,1.0
404,3045.0,Urban,Control,0.0,0.0,0,0,0.0,0.44444445,3.0,0,2,1.0,0.0
405,3046.0,Urban,Control,0.0,0.0,1,0,0.0,0.083333336,3.0,0,1,1.0,0.0
406,3047.0,Urban,Treatment,1.0,0.0,1,1,6.0,2.1666667,3.0,3,4,1.0,1.0
407,4048.0,Urban,Control,0.0,0.0,4,1,0.0,1.3333334,3.0,1,4,1.0,0.0
408,4049.0,Rural,Treatment,0.0,1.0,1,0,8.0,1.0,3.0,0,1,0.0,1.0
409,4050.0,Rural,Treatment,0.0,1.0,0,0,9.0,2.98125,3.0,0,0,0.0,1.0
410,4051.0,Rural,Control,0.0,0.0,3,2,0.0,0.1,3.0,2,3,0.0,0.0
411,4052.0,Rural,Control,0.0,0.0,0,0,0.0,1.2727273,3.0,0,0,0.0,0.0
412,4053.0,Rural,Treatment,0.0,1.0,5,2,9.0,3.5325205,3.0,3,6,0.0,1.0
413,4054.0,Rural,Control,0.0,0.0,0,1,0.0,1.3333334,3.0,1,0,0.0,0.0
414,4055.0,Urban,Treatment,0.0,1.0,2,2,7.0,2.1818182,3.0,2,2,1.0,1.0
415,4056.0,Urban,Control,0.0,0.0,1,3,0.0,0.0,3.0,4,3,1.0,0.0
416,4057.0,Urban,Treatment,1.0,0.0,5,0,8.0,1.2727273,3.0,0,12,1.0,1.0
417,4058.0,Rural,Treatment,1.0,0.0,0,1,9.0,3.6573427,3.0,1,0,0.0,1.0
418,4059.0,Urban,Control,0.0,0.0,0,1,0.0,1.0833334,3.0,1,0,1.0,0.0
419,4060.0,Urban,Treatment,0.0,1.0,2,3,6.0,0.0,3.0,3,2,1.0,1.0
420,4061.0,Urban,Treatment,1.0,0.0,3,0,8.0,2.3636365,3.0,0,5,1.0,1.0
421,4062.0,Urban,Treatment,1.0,0.0,2,2,6.0,1.1818182,3.0,2,3,1.0,1.0
422,4063.0,Urban,Treatment,0.0,1.0,3,3,8.0,3.4864435,3.0,4,5,1.0,1.0
423,4064.0,Urban,Control,0.0,0.0,0,0,0.0,0.1,3.0,0,0,1.0,0.0
424,4065.0,Urban,Treatment,0.0,1.0,4,2,6.0,0.18181819,3.0,2,9,1.0,1.0
425,4066.0,Urban,Control,0.0,0.0,1,1,0.0,1.4,3.0,1,1,1.0,0.0
426,4067.0,Rural,Treatment,1.0,0.0,1,7,7.0,1.3,3.0,8,2,0.0,1.0
427,4068.0,Urban,Treatment,0.0,1.0,0,5,7.0,1.1666666,3.0,6,0,1.0,1.0
428,4069.0,Urban,Treatment,1.0,0.0,1,1,8.0,2.25,3.0,1,1,1.0,1.0
429,4070.0,Urban,Treatment,1.0,0.0,0,3,8.0,3.3112674,3.0,7,0,1.0,1.0
430,4071.0,Urban,Treatment,0.0,1.0,1,7,8.0,3.4473684,3.0,19,1,1.0,1.0
431,4072.0,Urban,Treatment,1.0,0.0,4,4,9.0,2.338509,3.0,4,6,1.0,1.0
432,5073.0,Urban,Control,0.0,0.0,3,3,0.0,1.0833334,3.0,3,3,1.0,0.0
433,5074.0,Urban,Treatment,0.0,1.0,2,2,8.0,2.1666667,3.0,2,3,1.0,1.0
434,5075.0,Urban,Control,0.0,0.0,6,4,0.0,1.3333334,3.0,4,7,1.0,0.0
435,5076.0,Urban,Treatment,1.0,0.0,8,5,8.0,3.3954935,3.0,12,15,1.0,1.0
436,5077.0,Urban,Treatment,0.0,1.0,8,5,6.0,2.25,3.0,5,10,1.0,1.0
437,5078.0,Urban,Treatment,0.0,1.0,2,0,8.0,1.0,3.0,0,3,1.0,1.0
438,5079.0,Urban,Treatment,1.0,0.0,2,0,6.0,2.25,3.0,0,2,1.0,1.0
439,5080.0,Rural,Treatment,0.0,1.0,0,4,8.0,2.3636365,3.0,5,1,0.0,1.0
440,5081.0,Rural,Control,0.0,0.0,3,1,0.0,1.1818182,3.0,1,3,0.0,0.0
441,5082.0,Urban,Control,0.0,0.0,4,3,0.0,1.3,3.0,4,6,1.0,0.0
442,5083.0,Urban,Control,0.0,0.0,2,3,0.0,1.2727273,3.0,5,3,1.0,0.0
443,5084.0,Urban,Treatment,0.0,1.0,0,0,6.0,1.2727273,3.0,0,0,1.0,1.0
444,5085.0,Rural,Control,0.0,0.0,1,1,0.0,0.16666667,3.0,1,1,0.0,0.0
445,5086.0,Urban,Control,0.0,0.0,0,3,0.0,0.09090909,3.0,5,0,1.0,0.0
446,5087.0,Urban,Treatment,1.0,0.0,3,1,8.0,2.4,3.0,2,3,1.0,1.0
447,5088.0,Rural,Treatment,1.0,0.0,3,5,7.0,2.7411764,3.0,5,4,0.0,1.0
448,5089.0,Urban,Treatment,0.0,1.0,2,0,7.0,2.2727273,3.0,0,2,1.0,1.0
449,5090.0,Urban,Treatment,1.0,0.0,1,0,1.0,1.2727273,3.0,0,1,1.0,1.0
450,5091.0,Urban,Control,0.0,0.0,3,3,0.0,1.25,3.0,4,4,1.0,0.0
451,5092.0,Urban,Treatment,1.0,0.0,2,4,6.0,3.5402298,3.0,4,2,1.0,1.0
452,5093.0,Urban,Treatment,0.0,1.0,3,1,7.0,2.4615386,3.0,1,3,1.0,1.0
453,5094.0,Rural,Treatment,1.0,0.0,1,1,6.0,1.4949495,3.0,1,1,0.0,1.0
454,5095.0,Urban,Treatment,1.0,0.0,1,0,7.0,2.1,3.0,0,1,1.0,1.0
455,5096.0,Urban,Treatment,0.0,1.0,0,0,7.0,2.2307692,3.0,0,0,1.0,1.0
456,5097.0,Urban,Treatment,1.0,0.0,0,0,6.0,1.5,3.0,0,0,1.0,1.0
457,6098.0,Urban,Treatment,1.0,0.0,6,7,6.0,1.1666666,3.0,9,7,1.0,1.0
458,6099.0,Rural,Treatment,1.0,0.0,6,5,9.0,3.5285714,3.0,4,10,0.0,1.0
459,6100.0,Rural,Treatment,0.0,1.0,0,2,8.0,2.7727273,3.0,3,0,0.0,1.0
460,6101.0,Urban,Control,0.0,0.0,2,0,0.0,1.3636364,3.0,0,2,1.0,0.0
461,6102.0,Rural,Control,0.0,0.0,1,1,0.0,1.1818182,3.0,7,1,0.0,0.0
462,6103.0,Urban,Treatment,1.0,0.0,3,1,9.0,3.6694915,3.0,5,3,1.0,1.0
463,6104.0,Urban,Treatment,0.0,1.0,0,3,8.0,2.5454545,3.0,4,0,1.0,1.0
464,6105.0,Urban,Control,0.0,0.0,4,5,0.0,1.3,3.0,7,4,1.0,0.0
465,6106.0,Urban,Treatment,1.0,0.0,2,2,8.0,3.8333335,3.0,2,2,1.0,1.0
466,6107.0,Urban,Control,0.0,0.0,3,5,0.0,0.25,3.0,6,3,1.0,0.0
467,6108.0,Urban,Treatment,0.0,1.0,8,3,8.0,3.5636363,3.0,4,15,1.0,1.0
468,6109.0,Rural,Treatment,0.0,1.0,3,4,8.0,2.7045455,3.0,5,7,0.0,1.0
469,6110.0,Urban,Treatment,1.0,0.0,8,3,5.0,1.7111111,3.0,4,10,1.0,1.0
470,6111.0,Rural,Control,0.0,0.0,2,1,0.0,1.25,3.0,1,3,0.0,0.0
471,6112.0,Urban,Treatment,0.0,1.0,3,5,9.0,3.3333335,3.0,9,3,1.0,1.0
472,6113.0,Urban,Control,0.0,0.0,5,3,0.0,1.3636364,3.0,7,5,1.0,0.0
473,6114.0,Rural,Treatment,1.0,0.0,3,5,8.0,3.8846154,3.0,9,4,0.0,1.0
474,6115.0,Urban,Treatment,0.0,1.0,3,3,9.0,2.5208333,3.0,7,4,1.0,1.0
475,6116.0,Urban,Control,0.0,0.0,3,1,0.0,1.0833334,3.0,1,3,1.0,0.0
476,6117.0,Rural,Control,0.0,0.0,5,2,0.0,0.125,3.0,2,8,0.0,0.0
477,6118.0,Urban,Treatment,0.0,1.0,2,4,8.0,2.5883555,3.0,4,2,1.0,1.0
478,6119.0,Rural,Control,0.0,0.0,3,7,0.0,1.1818182,3.0,12,7,0.0,0.0
479,6120.0,Rural,Treatment,1.0,0.0,5,4,9.0,2.6780303,3.0,10,14,0.0,1.0
480,6121.0,Urban,Treatment,1.0,0.0,5,2,9.0,2.6666667,3.0,3,7,1.0,1.0
481,6122.0,Rural,Treatment,0.0,1.0,2,5,8.0,2.4287317,3.0,7,7,0.0,1.0
482,7123.0,Rural,Treatment,1.0,0.0,3,3,9.0,2.6660376,3.0,3,13,0.0,1.0
483,7124.0,Rural,Treatment,1.0,0.0,1,0,7.0,2.9886365,3.0,0,1,0.0,1.0
484,7125.0,Rural,Treatment,0.0,1.0,1,0,8.0,2.5333333,3.0,0,2,0.0,1.0
485,7126.0,Rural,Control,0.0,0.0,4,3,0.0,1.1818182,3.0,10,5,0.0,0.0
486,7127.0,Rural,Control,0.0,0.0,0,0,0.0,1.3333334,3.0,0,0,0.0,0.0
487,7128.0,Rural,Treatment,1.0,0.0,1,3,6.0,1.6169591,3.0,3,1,0.0,1.0
488,7129.0,Rural,Control,0.0,0.0,0,0,0.0,1.1,3.0,0,0,0.0,0.0
489,7130.0,Rural,Control,0.0,0.0,0,1,0.0,1.1,3.0,1,0,0.0,0.0
490,7131.0,Rural,Treatment,0.0,1.0,0,1,8.0,3.8514414,3.0,1,0,0.0,1.0
491,7132.0,Rural,Treatment,0.0,1.0,2,1,9.0,3.6222224,3.0,1,2,0.0,1.0
492,8133.0,Rural,Treatment,1.0,0.0,1,5,8.0,4.133333,3.0,10,1,0.0,1.0
493,8134.0,Rural,Treatment,0.0,1.0,1,4,5.0,2.862805,3.0,8,1,0.0,1.0
494,8135.0,Rural,Control,0.0,0.0,4,4,0.0,1.4,3.0,8,10,0.0,0.0
495,8136.0,Rural,Treatment,0.0,1.0,2,5,7.0,3.68125,3.0,6,3,0.0,1.0
496,8137.0,Rural,Treatment,0.0,1.0,6,6,8.0,3.9191918,3.0,11,7,0.0,1.0
497,8138.0,Rural,Treatment,1.0,0.0,7,6,6.0,3.5076923,3.0,17,13,0.0,1.0
498,8139.0,Rural,Control,0.0,0.0,2,3,0.0,0.44444445,3.0,9,2,0.0,0.0
499,8140.0,Rural,Treatment,1.0,0.0,3,3,8.0,4.5833335,3.0,7,5,0.0,1.0
500,9141.0,Rural,Control,0.0,0.0,0,0,0.0,0.09090909,3.0,0,0,0.0,0.0
501,9142.0,Rural,Treatment,1.0,0.0,2,0,6.0,1.7272727,3.0,0,2,0.0,1.0
502,9143.0,Rural,Treatment,0.0,1.0,3,8,9.0,3.7672956,3.0,19,4,0.0,1.0
503,9144.0,Rural,Control,0.0,0.0,1,1,0.0,0.0,3.0,2,1,0.0,0.0
504,9145.0,Urban,Treatment,0.0,1.0,7,3,8.0,2.0769231,3.0,4,17,1.0,1.0
505,9146.0,Urban,Treatment,1.0,0.0,1,1,8.0,2.4901962,3.0,1,1,1.0,1.0
506,9147.0,Rural,Treatment,1.0,0.0,2,0,9.0,3.6212122,3.0,0,4,0.0,1.0
507,9148.0,Rural,Treatment,0.0,1.0,0,3,7.0,1.9166667,3.0,4,0,0.0,1.0
508,9149.0,Urban,Control,0.0,0.0,7,2,0.0,0.083333336,3.0,3,8,1.0,0.0
509,9150.0,Rural,Control,0.0,0.0,2,2,0.0,1.1666666,3.0,2,2,0.0,0.0
510,10151.0,Rural,Treatment,0.0,1.0,2,1,8.0,4.2916665,3.0,2,2,0.0,1.0
511,10152.0,Urban,Treatment,0.0,1.0,4,3,8.0,3.7252965,3.0,4,5,1.0,1.0
512,10153.0,Rural,Treatment,1.0,0.0,3,4,7.0,3.6448865,3.0,5,5,0.0,1.0
513,10154.0,Rural,Treatment,1.0,0.0,3,1,8.0,3.7696078,3.0,1,4,0.0,1.0
514,10155.0,Rural,Control,0.0,0.0,4,4,0.0,0.0,3.0,5,4,0.0,0.0
515,10156.0,Rural,Control,0.0,0.0,7,3,0.0,0.33333334,3.0,8,7,0.0,0.0
516,10157.0,Rural,Treatment,0.0,1.0,3,3,7.0,2.5714285,3.0,6,7,0.0,1.0
517,10158.0,Rural,Treatment,0.0,1.0,4,6,5.0,2.896739,3.0,8,16,0.0,1.0
518,10159.0,Rural,Control,0.0,0.0,2,5,0.0,1.1666666,3.0,6,2,0.0,0.0
519,10160.0,Rural,Treatment,1.0,0.0,0,0,5.0,2.3,3.0,0,0,0.0,1.0
520,11161.0,Rural,Treatment,0.0,1.0,7,2,8.0,2.1666667,3.0,6,8,0.0,1.0
521,11162.0,Rural,Treatment,1.0,0.0,1,5,9.0,3.6944444,3.0,6,2,0.0,1.0
522,11163.0,Rural,Treatment,0.0,1.0,0,1,9.0,3.889328,3.0,1,0,0.0,1.0
