,Unnamed: 0,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,ps_code,urban,dist_urban,treatment,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,urban_encoded,treatment_encoded,year_YYYY,month_MM
1116,1116,2020-05-01,166,0,0,0,0,13,3045.0,Urban,4.0,Control,0.0,0.44444445,0.0,0.0,0.0,1.0,0.0,2020,4
1117,1117,2018-07-01,26,0,0,0,0,30,3045.0,Urban,4.0,Control,0.0,0.44444445,0.0,0.0,0.0,1.0,0.0,2018,6
1118,1118,2019-02-01,22,1,1,0,0,34,3045.0,Urban,4.0,Control,0.0,0.44444445,0.0,0.0,0.0,1.0,0.0,2019,1
1119,1119,2019-03-01,33,2,0,0,0,40,3045.0,Urban,4.0,Control,0.0,0.44444445,0.0,0.0,0.0,1.0,0.0,2019,2
1120,1120,2018-06-01,29,0,0,0,0,23,3045.0,Urban,4.0,Control,0.0,0.44444445,0.0,0.0,0.0,1.0,0.0,2018,5
1121,1121,2019-08-01,26,1,1,0,0,19,3045.0,Urban,4.0,Control,0.0,0.44444445,0.0,0.0,0.0,1.0,0.0,2019,7
1122,1122,2019-11-01,11,0,0,0,0,32,3045.0,Urban,4.0,Control,0.0,0.44444445,0.0,0.0,0.0,1.0,0.0,2019,10
1123,1123,2019-07-01,17,1,1,0,0,31,3045.0,Urban,4.0,Control,0.0,0.44444445,0.0,0.0,0.0,1.0,0.0,2019,6
1124,1124,2019-01-01,23,0,0,0,0,26,3045.0,Urban,4.0,Control,0.0,0.44444445,0.0,0.0,0.0,1.0,0.0,2019,0
1125,1125,2018-07-01,14,1,1,3,0,27,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2018,6
1126,1126,2019-06-01,24,1,1,1,0,52,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,5
1127,1127,2018-08-01,17,5,5,6,0,32,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2018,7
1128,1128,2019-03-01,17,1,1,1,0,35,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,2
1129,1129,2019-01-01,11,3,2,2,0,32,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,0
1130,1130,2020-04-01,99,0,0,0,0,11,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2020,3
1131,1131,2018-12-01,11,1,1,15,0,26,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2018,11
1132,1132,2019-05-01,17,1,1,5,0,25,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,4
1133,1133,2018-10-01,11,3,3,6,0,34,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2018,9
1134,1134,2020-01-01,13,1,1,0,0,44,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2020,0
1135,1135,2019-08-01,10,0,0,0,0,35,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,7
1136,1136,2018-09-01,15,1,1,1,0,21,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2018,8
1137,1137,2019-04-01,21,1,1,2,0,34,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,3
1138,1138,2019-12-01,9,0,0,0,0,33,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,11
1139,1139,2020-05-01,98,1,1,2,0,20,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2020,4
1140,1140,2019-07-01,14,2,2,3,0,53,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,6
1141,1141,2018-05-01,11,0,0,0,0,52,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2018,4
1142,1142,2019-11-01,16,3,2,2,0,19,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,10
1143,1143,2018-11-01,15,1,1,1,0,36,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2018,10
1144,1144,2019-10-01,16,2,2,2,0,32,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,9
1145,1145,2020-02-01,7,0,0,0,0,26,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2020,1
1146,1146,2018-06-01,14,1,1,1,0,38,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2018,5
1147,1147,2020-03-01,18,0,0,0,0,30,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2020,2
1148,1148,2019-09-01,19,2,1,1,0,31,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,8
1149,1149,2019-02-01,13,1,1,1,0,20,3046.0,Urban,4.0,Control,0.0,0.083333336,0.0,0.0,0.0,1.0,0.0,2019,1
1150,1150,2019-02-01,52,3,3,4,0,87,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,1
1151,1151,2019-04-01,100,2,2,2,0,98,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,3
1152,1152,2018-09-01,79,4,4,1,0,59,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2018,8
1153,1153,2019-08-01,66,3,3,5,0,74,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,7
1154,1154,2020-01-01,47,1,1,0,6,80,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2020,0
1155,1155,2020-05-01,120,4,4,4,19,31,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2020,4
1156,1156,2019-06-01,86,2,2,0,0,111,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,5
1157,1157,2018-07-01,61,4,4,3,0,61,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2018,6
1158,1158,2019-05-01,72,1,1,1,0,95,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,4
1159,1159,2018-11-01,70,6,4,2,0,69,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2018,10
1160,1160,2019-07-01,63,3,2,2,0,79,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,6
1161,1161,2020-02-01,51,2,2,1,19,79,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2020,1
1162,1162,2019-01-01,89,2,2,1,0,70,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,0
1163,1163,2020-03-01,64,3,1,2,15,82,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2020,2
1164,1164,2019-03-01,70,4,1,0,0,76,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,2
1165,1165,2020-04-01,62,1,1,1,7,36,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2020,3
1166,1166,2019-10-01,61,4,4,2,0,98,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,9
1167,1167,2019-11-01,53,3,3,2,0,76,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,10
1168,1168,2018-08-01,58,5,5,7,0,74,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2018,7
1169,1169,2018-12-01,38,2,2,3,0,82,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2018,11
1170,1170,2018-10-01,63,2,2,2,0,83,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2018,9
1171,1171,2019-09-01,46,2,1,0,0,78,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,8
1172,1172,2019-12-01,39,2,1,0,0,92,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2019,11
1173,1173,2018-06-01,78,3,2,0,0,65,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2018,5
1174,1174,2018-05-01,63,2,2,3,0,70,3047.0,Urban,4.0,Treatment,6.0,2.1666667,1.0,1.0,0.0,1.0,1.0,2018,4
1175,1175,2019-11-01,61,0,0,0,0,29,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,10
1176,1176,2019-06-01,66,5,3,7,0,28,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,5
1177,1177,2018-06-01,110,0,0,0,0,53,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2018,5
1178,1178,2019-12-01,37,1,1,1,0,39,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,11
1179,1179,2019-09-01,77,0,0,0,0,30,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,8
1180,1180,2019-07-01,74,5,4,8,0,46,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,6
1181,1181,2018-09-01,49,2,2,1,0,53,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2018,8
1182,1182,2020-01-01,82,0,0,0,0,31,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2020,0
1183,1183,2019-08-01,73,0,0,0,0,27,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,7
1184,1184,2020-05-01,40,1,1,0,0,43,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2020,4
1185,1185,2020-04-01,36,0,0,0,0,32,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2020,3
1186,1186,2019-03-01,61,4,4,4,0,32,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,2
1187,1187,2018-07-01,81,0,0,0,0,55,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2018,6
1188,1188,2018-12-01,39,1,1,3,0,18,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2018,11
1189,1189,2018-10-01,45,1,1,0,0,42,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2018,9
1190,1190,2018-05-01,81,0,0,0,0,51,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2018,4
1191,1191,2020-02-01,77,0,0,0,0,53,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2020,1
1192,1192,2019-05-01,53,0,0,0,0,30,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,4
1193,1193,2020-03-01,66,1,1,3,0,32,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2020,2
1194,1194,2019-10-01,73,0,0,0,0,52,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,9
1195,1195,2018-08-01,52,0,0,0,0,41,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2018,7
1196,1196,2019-01-01,64,2,2,0,0,24,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,0
1197,1197,2019-04-01,49,1,0,1,0,28,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,3
1198,1198,2018-11-01,45,2,2,1,0,39,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2018,10
1199,1199,2019-02-01,51,1,1,0,0,32,4048.0,Urban,6.0,Control,0.0,1.3333334,0.0,0.0,0.0,1.0,0.0,2019,1
1200,1200,2019-02-01,3,0,0,0,0,6,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,1
1201,1201,2020-01-01,6,1,1,2,0,5,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2020,0
1202,1202,2018-05-01,10,4,4,7,0,3,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2018,4
1203,1203,2019-08-01,5,1,1,0,0,7,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,7
1204,1204,2019-07-01,2,1,1,3,1,1,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,6
1205,1205,2020-04-01,6,2,2,5,0,2,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2020,3
1206,1206,2019-04-01,3,1,1,0,0,2,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,3
1207,1207,2018-12-01,4,0,0,0,0,2,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2018,11
1208,1208,2020-02-01,2,0,0,0,0,1,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2020,1
1209,1209,2018-08-01,3,0,0,0,0,12,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2018,7
1210,1210,2019-06-01,0,0,0,0,0,3,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,5
1211,1211,2019-12-01,4,1,1,2,0,1,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,11
1212,1212,2018-06-01,6,1,1,1,0,8,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2018,5
1213,1213,2019-10-01,6,0,0,0,0,3,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,9
1214,1214,2019-03-01,5,1,1,1,0,1,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,2
1215,1215,2020-05-01,4,0,0,0,0,7,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2020,4
1216,1216,2018-09-01,2,0,0,0,0,0,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2018,8
1217,1217,2019-05-01,7,1,1,2,0,2,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,4
1218,1218,2019-09-01,10,2,2,9,1,4,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,8
1219,1219,2018-10-01,4,0,0,0,0,1,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2018,9
1220,1220,2019-01-01,4,0,0,0,0,1,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,0
1221,1221,2018-07-01,2,2,2,2,0,6,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2018,6
1222,1222,2018-11-01,3,0,0,0,0,0,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2018,10
1223,1223,2020-03-01,0,0,0,0,0,7,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2020,2
1224,1224,2019-11-01,6,1,1,1,0,2,4049.0,Rural,5.0,Treatment,8.0,1.0,2.08,0.0,1.0,0.0,1.0,2019,10
1225,1225,2018-10-01,25,9,5,19,0,19,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2018,9
1226,1226,2019-04-01,31,10,4,22,0,19,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,3
1227,1227,2019-02-01,21,4,3,3,0,18,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,1
1228,1228,2019-11-01,63,2,2,7,4,23,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,10
1229,1229,2018-06-01,38,12,7,19,0,47,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2018,5
1230,1230,2019-07-01,51,1,1,3,0,25,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,6
1231,1231,2020-03-01,25,0,0,0,0,21,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2020,2
1232,1232,2019-01-01,29,1,1,1,0,20,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,0
1233,1233,2019-08-01,39,2,2,3,0,31,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,7
1234,1234,2019-03-01,32,0,0,0,0,25,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,2
1235,1235,2020-04-01,16,1,1,4,1,14,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2020,3
1236,1236,2018-11-01,18,4,1,10,0,35,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2018,10
1237,1237,2020-01-01,33,2,2,5,3,18,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2020,0
1238,1238,2018-07-01,41,7,4,9,0,43,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2018,6
1239,1239,2020-05-01,41,5,3,14,1,23,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2020,4
1240,1240,2018-05-01,29,8,2,10,0,41,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2018,4
1241,1241,2019-10-01,51,0,0,0,2,19,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,9
1242,1242,2019-05-01,40,3,3,6,0,21,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,4
1243,1243,2019-09-01,52,5,4,9,2,25,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,8
1244,1244,2019-06-01,47,3,3,3,0,34,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,5
1245,1245,2020-02-01,27,1,1,2,3,16,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2020,1
1246,1246,2019-12-01,34,1,1,1,2,23,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2019,11
1247,1247,2018-09-01,20,4,3,7,0,27,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2018,8
1248,1248,2018-08-01,43,12,3,15,0,35,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2018,7
1249,1249,2018-12-01,33,4,3,6,0,22,4050.0,Rural,5.0,Treatment,9.0,2.98125,3.09,0.0,1.0,0.0,1.0,2018,11
1250,1250,2019-02-01,17,0,0,0,0,3,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,1
1251,1251,2020-02-01,14,3,1,0,0,2,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2020,1
1252,1252,2018-07-01,6,0,0,0,0,2,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,6
1253,1253,2018-09-01,13,0,0,0,0,1,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,8
1254,1254,2018-06-01,13,0,0,0,0,3,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,5
1255,1255,2018-10-01,20,0,0,0,0,2,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,9
1256,1256,2019-10-01,19,1,1,1,0,9,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,9
1257,1257,2018-11-01,13,0,0,0,0,6,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,10
1258,1258,2019-05-01,16,5,2,15,0,10,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,4
1259,1259,2020-05-01,17,3,2,10,0,7,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2020,4
1260,1260,2018-12-01,11,0,0,0,0,6,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,11
1261,1261,2019-03-01,27,3,3,4,0,10,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,2
1262,1262,2019-09-01,6,0,0,0,0,5,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,8
1263,1263,2019-07-01,18,5,5,8,0,7,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,6
1264,1264,2020-03-01,13,2,2,1,0,5,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2020,2
1265,1265,2018-05-01,20,0,0,0,0,4,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,4
1266,1266,2018-08-01,14,0,0,0,0,3,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,7
1267,1267,2020-04-01,4,1,1,3,0,3,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2020,3
1268,1268,2019-06-01,21,1,1,2,0,8,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,5
1269,1269,2020-01-01,22,3,3,1,0,6,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2020,0
1270,1270,2019-08-01,22,2,2,5,0,6,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,7
1271,1271,2019-12-01,29,5,5,6,0,4,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,11
1272,1272,2019-01-01,20,1,1,1,0,7,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,0
1273,1273,2019-04-01,13,3,3,6,0,7,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,3
1274,1274,2019-11-01,23,4,2,8,0,9,4051.0,Rural,5.0,Control,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2019,10
1275,1275,2019-02-01,58,0,0,0,0,48,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,1
1276,1276,2018-12-01,30,0,0,0,0,49,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2018,11
1277,1277,2018-07-01,60,0,0,0,0,82,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2018,6
1278,1278,2019-06-01,45,0,0,0,0,88,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,5
1279,1279,2018-11-01,31,0,0,0,0,30,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2018,10
1280,1280,2018-10-01,53,4,3,5,0,43,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2018,9
1281,1281,2018-06-01,79,2,2,1,0,99,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2018,5
1282,1282,2019-08-01,45,0,0,0,0,66,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,7
1283,1283,2019-04-01,33,0,0,0,0,58,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,3
1284,1284,2019-01-01,55,0,0,0,0,62,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,0
1285,1285,2019-05-01,66,1,1,0,0,74,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,4
1286,1286,2019-10-01,65,0,0,0,0,49,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,9
1287,1287,2020-03-01,51,0,0,0,0,49,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2020,2
1288,1288,2020-01-01,68,0,0,0,0,64,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2020,0
1289,1289,2019-12-01,42,0,0,0,0,56,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,11
1290,1290,2019-03-01,59,0,0,0,0,64,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,2
1291,1291,2019-09-01,59,1,1,3,0,64,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,8
1292,1292,2020-02-01,62,0,0,0,0,71,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2020,1
1293,1293,2018-09-01,35,0,0,0,0,52,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2018,8
1294,1294,2019-07-01,58,0,0,0,0,82,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,6
1295,1295,2019-11-01,65,0,0,0,0,57,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2019,10
1296,1296,2018-05-01,101,2,2,7,0,117,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2018,4
1297,1297,2020-05-01,50,0,0,0,0,74,4052.0,Rural,5.0,Control,0.0,1.2727273,0.0,0.0,0.0,0.0,0.0,2020,4
