,Unnamed: 0,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,ps_code,urban,dist_urban,treatment,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,urban_encoded,treatment_encoded,year_YYYY,month_MM
4024,4024,2018-09-01,19,4,2,7,0,29,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0,2018,8
4025,4025,2020-02-01,10,4,2,0,0,46,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2020,1
4026,4026,2018-08-01,18,2,2,0,0,51,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2018,7
4027,4027,2020-03-01,28,6,5,2,0,35,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2020,2
4028,4028,2019-09-01,12,3,2,1,0,50,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,8
4029,4029,2019-07-01,19,4,3,1,0,37,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,6
4030,4030,2019-11-01,19,5,4,2,0,50,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,10
4031,4031,2018-09-01,26,2,2,1,0,44,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2018,8
4032,4032,2019-12-01,13,5,3,0,0,45,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,11
4033,4033,2018-12-01,23,1,1,0,0,54,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2018,11
4034,4034,2019-03-01,19,2,1,0,0,49,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,2
4035,4035,2019-02-01,23,5,4,1,0,35,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,1
4036,4036,2019-05-01,26,1,1,0,0,44,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,4
4037,4037,2019-06-01,25,8,4,1,0,29,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,5
4038,4038,2020-05-01,37,3,2,1,0,67,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2020,4
4039,4039,2019-01-01,21,4,2,4,0,26,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,0
4040,4040,2018-10-01,39,2,1,0,0,43,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2018,9
4041,4041,2018-06-01,23,3,1,7,0,44,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2018,5
4042,4042,2019-04-01,27,6,3,4,0,39,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,3
4043,4043,2020-01-01,22,9,5,3,0,32,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2020,0
4044,4044,2018-07-01,22,3,3,6,0,34,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2018,6
4045,4045,2018-11-01,30,1,1,0,0,55,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2018,10
4046,4046,2018-05-01,24,5,5,12,0,43,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2018,4
4047,4047,2019-10-01,22,7,4,3,0,60,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,9
4048,4048,2019-08-01,20,8,3,0,0,59,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2019,7
4049,4049,2020-04-01,45,2,1,0,0,19,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0,2020,3
4050,4050,2019-09-01,16,4,2,0,0,40,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,8
4051,4051,2018-11-01,23,3,2,10,0,46,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2018,10
4052,4052,2020-03-01,6,1,1,0,0,27,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2020,2
4053,4053,2019-08-01,18,3,2,0,0,40,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,7
4054,4054,2019-01-01,15,9,7,13,0,20,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,0
4055,4055,2018-12-01,7,0,0,0,0,23,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2018,11
4056,4056,2020-05-01,30,2,2,4,0,65,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2020,4
4057,4057,2019-03-01,10,0,0,0,0,38,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,2
4058,4058,2018-08-01,14,3,3,4,0,30,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2018,7
4059,4059,2020-02-01,5,0,0,0,0,25,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2020,1
4060,4060,2019-07-01,16,3,3,2,0,54,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,6
4061,4061,2020-04-01,19,2,2,5,0,38,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2020,3
4062,4062,2019-04-01,16,2,1,0,0,40,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,3
4063,4063,2019-02-01,13,3,3,0,0,7,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,1
4064,4064,2018-06-01,16,4,3,9,0,44,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2018,5
4065,4065,2019-10-01,9,2,2,0,0,34,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,9
4066,4066,2018-05-01,9,2,2,3,0,36,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2018,4
4067,4067,2019-06-01,19,6,3,1,0,86,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,5
4068,4068,2018-07-01,9,3,2,3,0,36,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2018,6
4069,4069,2018-09-01,10,3,3,3,0,18,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2018,8
4070,4070,2019-05-01,13,0,0,0,0,48,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,4
4071,4071,2020-01-01,1,0,0,0,0,22,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2020,0
4072,4072,2019-11-01,9,4,3,0,0,46,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,10
4073,4073,2018-10-01,14,2,2,9,0,23,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2018,9
4074,4074,2019-12-01,8,3,3,0,4,37,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0,2019,11
4075,4075,2019-02-01,19,2,2,1,0,38,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,1
4076,4076,2018-09-01,9,1,1,1,0,67,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2018,8
4077,4077,2018-08-01,14,3,3,5,0,40,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2018,7
4078,4078,2018-11-01,16,3,3,3,0,50,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2018,10
4079,4079,2020-04-01,39,1,1,0,0,15,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2020,3
4080,4080,2019-05-01,12,1,1,1,0,47,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,4
4081,4081,2020-01-01,9,2,2,0,0,32,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2020,0
4082,4082,2020-03-01,15,1,1,1,0,30,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2020,2
4083,4083,2020-02-01,8,4,4,4,0,36,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2020,1
4084,4084,2018-06-01,21,4,3,5,0,43,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2018,5
4085,4085,2019-06-01,13,4,3,8,0,71,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,5
4086,4086,2019-10-01,19,3,3,4,0,39,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,9
4087,4087,2019-03-01,16,4,3,6,0,31,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,2
4088,4088,2019-01-01,7,1,1,0,0,42,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,0
4089,4089,2019-08-01,21,5,4,2,0,33,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,7
4090,4090,2018-12-01,10,2,1,1,0,26,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2018,11
4091,4091,2019-04-01,18,4,2,3,0,34,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,3
4092,4092,2018-05-01,19,3,1,5,0,39,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2018,4
4093,4093,2019-09-01,10,2,2,1,0,39,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,8
4094,4094,2019-07-01,14,0,0,0,0,72,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,6
4095,4095,2018-07-01,14,4,2,6,0,70,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2018,6
4096,4096,2018-10-01,19,4,2,0,0,51,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2018,9
4097,4097,2019-11-01,16,1,1,0,0,38,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,10
4098,4098,2019-12-01,9,3,3,0,0,36,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2019,11
4099,4099,2020-05-01,25,2,2,1,0,40,11164.0,Rural,17.0,Control,0.0,1.4166666,0.0,0.0,0.0,0.0,0.0,2020,4
4100,4100,2020-03-01,20,2,2,1,0,45,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2020,2
4101,4101,2018-07-01,22,5,3,5,0,56,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2018,6
4102,4102,2018-10-01,12,3,1,0,0,55,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2018,9
4103,4103,2020-01-01,10,2,2,2,4,43,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2020,0
4104,4104,2018-12-01,8,3,2,1,0,40,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2018,11
4105,4105,2018-11-01,16,7,5,2,0,46,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2018,10
4106,4106,2019-12-01,12,4,4,1,2,49,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,11
4107,4107,2019-07-01,13,4,4,2,0,91,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,6
4108,4108,2018-09-01,10,2,2,1,0,40,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2018,8
4109,4109,2018-05-01,18,7,5,3,0,54,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2018,4
4110,4110,2020-05-01,30,4,4,1,0,86,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2020,4
4111,4111,2018-08-01,27,6,6,3,0,36,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2018,7
4112,4112,2019-10-01,14,7,5,2,2,62,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,9
4113,4113,2020-04-01,33,3,2,1,0,44,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2020,3
4114,4114,2018-06-01,24,1,0,1,0,86,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2018,5
4115,4115,2019-03-01,13,4,2,0,0,34,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,2
4116,4116,2019-02-01,13,3,3,1,0,31,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,1
4117,4117,2019-11-01,25,7,5,3,6,77,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,10
4118,4118,2020-02-01,22,4,3,0,0,42,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2020,1
4119,4119,2019-09-01,22,3,1,3,0,54,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,8
4120,4120,2019-08-01,18,5,4,2,0,72,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,7
4121,4121,2019-04-01,19,4,3,1,0,28,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,3
4122,4122,2019-01-01,20,7,4,0,0,40,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,0
4123,4123,2019-05-01,31,8,6,0,0,61,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,4
4124,4124,2019-06-01,12,5,3,0,0,74,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0,2019,5
4125,4125,2019-08-01,14,2,2,1,0,24,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,7
4126,4126,2018-10-01,17,2,2,0,0,14,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2018,9
4127,4127,2018-08-01,9,1,1,1,0,25,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2018,7
4128,4128,2020-03-01,7,2,2,1,0,16,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2020,2
4129,4129,2019-10-01,15,5,5,2,0,16,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,9
4130,4130,2019-03-01,13,4,3,1,0,6,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,2
4131,4131,2019-04-01,16,4,3,2,0,10,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,3
4132,4132,2019-09-01,15,5,4,1,1,24,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,8
4133,4133,2019-02-01,13,3,3,1,0,13,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,1
4134,4134,2020-05-01,19,3,3,1,0,14,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2020,4
4135,4135,2018-11-01,18,2,1,0,0,25,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2018,10
4136,4136,2019-06-01,15,3,3,2,0,24,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,5
4137,4137,2019-01-01,13,5,4,1,0,8,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,0
4138,4138,2020-04-01,15,0,0,0,0,8,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2020,3
4139,4139,2020-02-01,12,5,3,3,0,18,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2020,1
4140,4140,2018-05-01,26,4,4,4,0,33,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2018,4
4141,4141,2018-09-01,19,3,3,2,0,27,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2018,8
4142,4142,2020-01-01,16,5,2,0,0,14,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2020,0
4143,4143,2018-12-01,7,1,1,0,0,11,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2018,11
4144,4144,2019-12-01,11,6,4,4,0,10,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,11
4145,4145,2018-06-01,18,5,2,1,0,38,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2018,5
4146,4146,2019-05-01,15,3,2,0,0,19,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,4
4147,4147,2019-11-01,6,3,3,1,0,29,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,10
4148,4148,2019-07-01,11,4,2,1,0,32,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2019,6
4149,4149,2018-07-01,19,4,4,4,0,34,11166.0,Rural,17.0,Control,0.0,0.23076923,0.0,0.0,0.0,0.0,0.0,2018,6
4150,4150,2019-07-01,17,5,5,0,0,45,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,6
4151,4151,2019-06-01,29,6,5,3,0,54,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,5
4152,4152,2020-03-01,22,7,6,0,0,32,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2020,2
4153,4153,2019-08-01,13,3,3,5,0,35,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,7
4154,4154,2020-04-01,12,3,3,1,0,19,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2020,3
4155,4155,2018-06-01,28,7,6,7,0,38,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2018,5
4156,4156,2018-12-01,10,2,2,0,0,23,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2018,11
4157,4157,2019-02-01,22,7,4,1,0,12,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,1
4158,4158,2019-01-01,22,5,5,2,1,22,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,0
4159,4159,2018-11-01,22,7,6,2,0,20,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2018,10
4160,4160,2020-05-01,34,10,6,5,0,47,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2020,4
4161,4161,2018-09-01,19,4,3,8,1,30,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2018,8
4162,4162,2018-05-01,27,7,5,6,0,25,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2018,4
4163,4163,2020-01-01,24,5,5,3,0,37,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2020,0
4164,4164,2019-11-01,19,6,6,1,1,42,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,10
4165,4165,2019-03-01,14,3,2,0,0,29,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,2
4166,4166,2019-12-01,18,5,5,2,0,41,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,11
4167,4167,2018-08-01,19,3,2,0,1,27,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2018,7
4168,4168,2019-09-01,11,3,3,1,0,31,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,8
4169,4169,2018-07-01,18,3,3,3,0,32,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2018,6
4170,4170,2018-10-01,13,2,2,0,0,31,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2018,9
4171,4171,2019-04-01,11,3,3,1,0,21,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,3
4172,4172,2019-05-01,26,3,3,1,0,45,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,4
4173,4173,2019-10-01,31,2,2,3,0,38,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2019,9
4174,4174,2020-02-01,20,4,3,0,1,16,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0,2020,1
4175,4175,2018-07-01,22,3,3,1,0,46,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2018,6
4176,4176,2019-01-01,17,6,5,1,0,46,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,0
4177,4177,2019-12-01,9,1,1,3,0,37,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,11
4178,4178,2018-09-01,22,6,5,3,1,61,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2018,8
4179,4179,2018-05-01,30,3,3,1,0,68,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2018,4
4180,4180,2019-07-01,35,11,4,12,0,63,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,6
4181,4181,2019-04-01,28,6,4,2,0,42,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,3
4182,4182,2019-03-01,24,3,3,1,0,40,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,2
4183,4183,2018-08-01,21,5,3,3,0,34,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2018,7
4184,4184,2019-09-01,28,1,1,2,0,43,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,8
4185,4185,2018-11-01,32,5,4,3,0,58,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2018,10
4186,4186,2018-10-01,29,4,4,0,0,47,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2018,9
4187,4187,2019-06-01,29,4,3,6,0,63,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,5
4188,4188,2019-08-01,27,8,6,13,0,25,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,7
4189,4189,2019-11-01,20,3,3,1,0,37,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,10
4190,4190,2020-05-01,46,8,4,2,0,62,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2020,4
4191,4191,2019-10-01,24,3,3,2,0,39,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,9
4192,4192,2020-01-01,17,2,2,2,0,38,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2020,0
4193,4193,2019-02-01,23,8,7,3,0,41,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,1
4194,4194,2019-05-01,21,10,6,9,0,44,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2019,4
4195,4195,2020-02-01,15,6,6,2,0,33,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2020,1
4196,4196,2020-03-01,19,5,5,1,0,46,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2020,2
4197,4197,2020-04-01,22,3,2,0,0,42,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2020,3
4198,4198,2018-12-01,19,5,4,5,0,58,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2018,11
4199,4199,2018-06-01,28,3,3,1,0,85,11168.0,Rural,17.0,Control,0.0,1.1111112,0.0,0.0,0.0,0.0,0.0,2018,5
4200,4200,2018-10-01,33,0,0,0,0,90,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0,2018,9
4201,4201,2020-01-01,19,3,3,0,0,35,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0,2020,0
4202,4202,2020-03-01,15,4,4,1,0,37,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0,2020,2
4203,4203,2018-05-01,27,4,3,1,0,106,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0,2018,4
