,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,dial100_count,ps_code,population,urban,dist_urban,strat_pca,treatment,group,dist_id,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd
548,2019-05-01,34,11,6,4,0,46,31.0,2022.0,137990,Rural,2.0,-0.26381156,Treatment,regular mhd,2000.0,9.0,4.5441175,2.12,1.0,0.0
549,2019-08-01,27,5,3,0,0,102,27.0,2022.0,137990,Rural,2.0,-0.26381156,Treatment,regular mhd,2000.0,9.0,4.5441175,2.12,1.0,0.0
550,2018-12-01,28,5,5,6,0,68,26.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
551,2019-01-01,39,2,2,5,0,61,18.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
552,2019-08-01,27,5,5,4,1,67,39.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
553,2019-04-01,92,6,5,3,1,86,34.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
554,2019-09-01,33,7,5,5,2,75,28.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
555,2019-02-01,25,4,4,3,0,61,20.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
556,2020-05-01,44,1,1,0,0,48,25.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
557,2019-11-01,37,4,4,2,2,65,26.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
558,2020-02-01,25,3,3,2,2,65,29.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
559,2019-06-01,43,12,8,18,1,111,33.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
560,2019-03-01,26,4,3,3,2,88,26.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
561,2019-10-01,35,2,2,2,1,62,37.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
562,2018-07-01,63,15,8,20,0,87,37.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
563,2020-04-01,42,1,1,0,0,9,11.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
564,2018-06-01,47,7,5,5,0,97,28.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
565,2020-03-01,63,5,4,3,0,65,35.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
566,2019-12-01,32,4,3,3,3,63,38.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
567,2018-10-01,27,5,4,8,0,78,26.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
568,2019-07-01,65,10,6,13,2,102,47.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
569,2018-11-01,33,6,5,14,0,86,28.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
570,2018-08-01,35,9,5,12,0,71,16.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
571,2018-09-01,32,3,2,4,0,93,19.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
572,2018-05-01,31,8,3,16,0,101,56.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
573,2020-01-01,29,2,2,1,2,53,16.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
574,2019-05-01,30,6,3,4,2,87,29.0,3023.0,107000,Urban,4.0,-0.0042945286,Treatment,regular mhd,3000.0,7.0,3.7179487,2.15,1.0,0.0
575,2018-06-01,28,3,3,1,0,30,28.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
576,2020-05-01,66,0,0,0,0,23,11.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
577,2019-01-01,35,2,2,0,0,19,17.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
578,2018-05-01,39,4,3,6,0,27,22.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
579,2018-07-01,26,3,2,0,0,26,23.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
580,2019-12-01,29,2,1,0,0,35,14.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
581,2018-11-01,15,0,0,0,0,29,15.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
582,2018-12-01,24,2,2,1,0,26,18.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
583,2018-08-01,29,8,5,5,0,27,28.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
584,2019-09-01,10,2,2,1,0,25,18.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
585,2019-04-01,36,0,0,0,0,34,13.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
586,2019-05-01,13,0,0,0,0,33,11.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
587,2019-06-01,16,4,4,2,0,22,35.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
588,2019-10-01,25,0,0,0,0,47,14.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
589,2019-11-01,24,0,0,0,0,42,12.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
590,2019-02-01,27,1,1,0,0,22,10.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
591,2020-03-01,24,2,2,0,0,40,18.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
592,2019-08-01,20,1,1,1,0,19,22.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
593,2018-10-01,38,0,0,0,0,36,18.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
594,2019-03-01,30,6,4,6,0,27,17.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
595,2020-01-01,31,0,0,0,0,26,16.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
596,2020-02-01,23,1,1,0,0,33,17.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
597,2018-09-01,28,4,3,1,0,28,16.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
598,2020-04-01,35,0,0,0,0,6,14.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
599,2019-07-01,20,1,1,0,0,28,22.0,3024.0,154026,Urban,4.0,-0.7275662,Treatment,regular mhd,3000.0,7.0,3.8541226,2.25,1.0,0.0
600,2020-04-01,46,0,0,0,0,11,21.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
601,2019-09-01,42,7,5,5,0,34,27.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
602,2019-06-01,66,4,4,5,0,50,50.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
603,2018-06-01,48,6,5,4,0,21,55.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
604,2018-05-01,52,5,2,8,0,27,62.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
605,2019-03-01,45,1,1,1,0,33,41.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
606,2020-01-01,40,4,3,4,0,48,38.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
607,2019-07-01,48,3,2,3,0,46,47.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
608,2018-09-01,43,1,1,0,0,20,36.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
609,2019-11-01,51,3,3,3,0,37,30.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
610,2018-11-01,48,4,3,16,0,37,34.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
611,2019-04-01,57,2,1,0,0,35,34.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
612,2019-05-01,54,1,1,2,0,39,38.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
613,2019-02-01,24,1,1,0,0,21,38.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
614,2019-08-01,38,1,1,1,0,46,37.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
615,2018-12-01,39,1,1,1,0,25,40.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
616,2020-03-01,35,2,1,6,0,43,57.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
617,2018-10-01,48,1,1,0,0,44,51.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
618,2019-01-01,59,3,3,6,0,33,59.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
619,2020-02-01,36,1,1,1,0,41,42.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
620,2020-05-01,74,2,2,1,0,26,29.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
621,2018-07-01,44,3,2,5,0,37,45.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
622,2019-10-01,48,3,3,3,0,54,52.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
623,2018-08-01,36,1,1,0,0,38,31.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
624,2019-12-01,28,0,0,0,0,60,34.0,3025.0,85000,Urban,4.0,0.15290163,Treatment,regular mhd,3000.0,8.0,2.3077922,1.2,1.0,0.0
625,2018-06-01,28,7,6,4,0,70,30.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
626,2019-09-01,24,5,3,0,3,88,26.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
627,2020-01-01,22,2,2,0,10,74,15.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
628,2020-03-01,24,4,3,3,1,72,39.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
629,2019-06-01,28,4,2,0,0,76,31.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
630,2019-01-01,34,6,5,5,0,58,25.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
631,2019-11-01,31,5,3,2,2,76,20.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
632,2019-10-01,23,3,1,2,5,63,44.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
633,2018-11-01,39,8,4,2,0,61,23.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
634,2019-07-01,27,6,3,1,0,65,27.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
635,2019-02-01,35,8,3,3,0,65,23.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
636,2018-10-01,30,4,3,0,0,71,21.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
637,2018-08-01,31,6,4,1,0,66,24.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
638,2019-08-01,27,5,4,2,0,62,27.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
639,2019-04-01,59,4,3,1,0,65,42.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
640,2019-03-01,29,2,1,0,0,74,20.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
641,2018-09-01,28,7,4,8,0,64,22.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
642,2019-12-01,16,0,0,0,2,73,17.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
643,2020-05-01,104,3,2,0,5,48,21.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
644,2018-05-01,42,10,7,7,0,66,48.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
645,2020-02-01,16,4,4,4,14,89,12.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
646,2019-05-01,36,3,3,2,0,64,28.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
647,2018-12-01,19,5,4,1,0,71,36.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
648,2018-07-01,37,10,6,5,0,58,37.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
649,2020-04-01,86,8,3,1,0,46,8.0,3026.0,215000,Urban,4.0,0.884707,Treatment,regular mhd,3000.0,8.0,1.2875,2.15,1.0,0.0
650,2019-12-01,38,2,2,3,0,76,20.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
651,2018-05-01,74,5,3,17,0,65,54.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
652,2020-03-01,34,4,3,6,0,62,34.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
653,2018-08-01,56,5,3,5,0,57,14.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
654,2019-10-01,71,4,3,5,1,62,22.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
655,2018-10-01,72,4,3,7,0,50,23.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
656,2019-04-01,65,2,2,2,0,111,34.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
657,2018-07-01,54,2,2,0,0,66,32.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
658,2019-07-01,67,7,2,7,0,111,34.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
659,2018-06-01,82,7,4,10,0,62,34.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
660,2019-05-01,78,14,7,14,0,134,43.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
661,2020-02-01,40,3,3,2,0,84,29.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
662,2019-02-01,52,7,3,7,0,61,25.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
663,2019-11-01,49,4,3,3,0,81,28.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
664,2019-01-01,42,6,5,7,0,90,17.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
665,2018-09-01,45,10,5,28,0,69,11.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
666,2020-05-01,92,8,5,5,0,105,33.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
667,2018-11-01,56,3,3,1,0,63,21.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
668,2019-09-01,45,4,4,3,0,80,18.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
669,2018-12-01,33,3,1,3,0,65,15.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
670,2019-06-01,71,8,5,6,0,108,30.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
671,2020-04-01,41,1,1,0,0,82,33.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
672,2019-03-01,62,11,7,18,0,74,35.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
673,2019-08-01,50,7,3,9,0,82,18.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
674,2020-01-01,44,3,2,1,1,64,29.0,3027.0,90000,Rural,3.0,0.083694,Treatment,women officers,3000.0,5.0,2.4,1.04,0.0,1.0
675,2018-08-01,19,1,1,2,0,29,9.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
676,2018-10-01,19,0,0,0,0,32,8.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
677,2020-03-01,20,1,1,1,0,28,18.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
678,2020-04-01,64,0,0,0,0,4,5.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
679,2019-02-01,19,2,2,1,0,36,9.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
680,2018-11-01,19,2,2,4,0,30,9.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
681,2018-12-01,20,0,0,0,0,20,8.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
682,2019-09-01,11,1,1,1,0,26,14.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
683,2019-06-01,23,0,0,0,0,57,22.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
684,2019-04-01,40,1,1,0,0,29,13.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
685,2020-02-01,12,1,1,0,0,47,11.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
686,2019-10-01,19,1,1,0,0,41,17.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
687,2018-09-01,19,3,3,5,0,45,13.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
688,2019-01-01,29,2,2,1,0,35,10.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
689,2020-05-01,127,1,1,0,0,8,10.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
690,2019-05-01,19,0,0,0,0,44,17.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
691,2019-07-01,24,0,0,0,0,48,13.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
692,2019-12-01,14,0,0,0,0,38,11.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
693,2019-08-01,14,1,1,1,0,34,17.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
694,2018-05-01,23,0,0,0,0,56,23.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
695,2019-03-01,13,1,1,1,0,30,20.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
696,2019-11-01,14,0,0,0,0,37,10.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
697,2018-06-01,19,0,0,0,0,41,18.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
698,2018-07-01,25,0,0,0,0,45,13.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
699,2020-01-01,21,0,0,0,0,42,10.0,3028.0,35000,Urban,4.0,-1.489627,Control,control,3000.0,0.0,0.0,0.0,0.0,0.0
700,2020-01-01,29,2,2,1,0,43,13.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
701,2019-05-01,25,6,5,9,0,47,20.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
702,2018-07-01,13,0,0,0,0,49,25.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
703,2018-05-01,39,7,5,6,0,44,31.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
704,2019-09-01,12,2,2,6,0,32,11.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
705,2018-09-01,17,4,3,4,0,44,12.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
706,2019-02-01,10,1,1,1,0,26,9.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
707,2019-08-01,35,5,4,18,0,35,10.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
708,2020-05-01,38,4,2,11,0,59,19.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
709,2019-07-01,17,2,1,5,0,41,16.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
710,2019-06-01,22,3,3,5,0,55,14.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
711,2019-10-01,25,2,2,2,0,25,16.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
712,2018-12-01,19,2,2,1,0,40,17.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
713,2019-12-01,24,4,3,2,0,48,4.0,3029.0,40000,Rural,3.0,-1.8368914,Treatment,regular mhd,3000.0,3.0,2.5555556,0.01,1.0,0.0
