,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,dial100_count,ps_code,population,urban,dist_urban,strat_pca,treatment,group,dist_id,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd
25,2020-02-01,12,2,2,1,0,4,29.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
26,2020-03-01,18,1,1,5,0,6,25.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
27,2018-07-01,16,1,1,4,0,22,19.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
28,2018-08-01,19,4,4,3,0,19,13.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
29,2020-05-01,15,5,1,9,0,5,26.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
30,2018-05-01,37,1,1,0,0,44,55.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
31,2019-07-01,14,3,3,3,0,35,25.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
32,2019-05-01,28,3,2,7,0,28,23.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
33,2019-08-01,16,0,0,0,0,26,18.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
34,2020-04-01,13,2,2,2,0,2,27.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
35,2019-09-01,9,2,2,2,0,23,23.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
36,2019-11-01,23,5,3,7,0,0,24.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
37,2020-01-01,11,2,2,2,0,2,26.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
38,2018-12-01,8,1,1,4,0,17,15.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
39,2019-04-01,24,3,3,3,0,16,25.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
40,2018-11-01,13,2,2,2,0,31,18.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
41,2018-10-01,13,4,3,3,0,26,22.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
42,2019-03-01,22,5,2,9,0,22,22.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
43,2018-06-01,28,0,0,0,0,49,45.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
44,2019-02-01,23,3,3,4,0,16,21.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
45,2018-09-01,20,5,5,6,0,20,9.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
46,2019-12-01,10,1,1,1,0,2,29.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
47,2019-10-01,13,1,1,1,0,0,20.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
48,2019-01-01,17,5,2,10,0,19,15.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
49,2019-06-01,23,1,1,4,0,34,17.0,1002.0,170000,Rural,1.0,-0.96057373,Control,control,1000.0,0.0,1.5454545,0.0,0.0,0.0
50,2019-08-01,39,6,5,7,0,10,15.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
51,2019-04-01,52,5,4,5,0,5,4.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
52,2020-02-01,52,14,6,26,0,1,11.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
53,2018-05-01,66,3,2,3,0,81,40.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
54,2018-08-01,45,0,0,0,0,42,15.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
55,2020-04-01,112,10,6,15,0,1,15.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
56,2018-12-01,25,0,0,0,0,25,9.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
57,2019-12-01,43,10,6,18,0,5,10.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
58,2018-06-01,57,0,0,0,0,49,22.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
59,2019-09-01,38,6,5,13,0,9,13.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
60,2018-10-01,40,2,2,1,0,36,12.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
61,2019-03-01,40,7,5,10,0,5,15.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
62,2020-01-01,68,14,9,19,0,5,11.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
63,2020-05-01,65,12,7,19,0,7,13.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
64,2019-06-01,52,10,4,17,0,8,14.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
65,2019-05-01,51,12,6,17,0,5,7.0,1003.0,102467,Rural,1.0,1.0426626,Control,control,1000.0,0.0,1.0909091,0.0,0.0,0.0
