,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,ps_code,urban,dist_urban,treatment,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,urban_encoded,treatment_encoded
3446,2020-02-01,30,16,8,3,0,14,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3447,2019-09-01,21,3,2,1,0,9,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3475,2019-12-01,16,8,5,1,1,22,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3477,2019-10-01,20,7,5,1,3,28,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3478,2020-01-01,22,6,5,0,0,21,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3481,2019-08-01,13,5,4,2,0,10,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3484,2020-02-01,18,7,5,2,0,21,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3485,2020-04-01,51,11,5,1,0,22,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3488,2019-11-01,24,6,5,2,2,29,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3493,2019-05-01,22,13,5,3,0,31,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3494,2019-06-01,17,7,7,2,0,41,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3496,2019-09-01,12,5,4,2,0,30,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3497,2019-07-01,10,3,3,1,0,39,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3498,2020-05-01,44,10,6,5,0,49,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3499,2020-03-01,29,7,3,2,0,16,8140.0,Rural,12.0,Treatment,8.0,4.5833335,2.08,1.0,0.0,0.0,1.0
3526,2019-06-01,39,2,1,1,0,47,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3527,2020-01-01,40,0,0,0,3,37,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3528,2019-07-01,38,0,0,0,0,47,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3531,2020-05-01,25,0,0,0,0,70,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3533,2020-02-01,42,0,0,0,2,33,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3535,2019-09-01,27,0,0,0,0,16,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3536,2020-04-01,22,0,0,0,0,31,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3539,2019-11-01,44,0,0,0,2,44,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3541,2019-12-01,35,1,1,1,0,30,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3544,2020-03-01,29,0,0,0,0,20,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3546,2019-10-01,20,1,1,1,0,32,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3547,2019-05-01,19,0,0,0,0,39,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3549,2019-08-01,24,0,0,0,0,26,9142.0,Rural,13.0,Treatment,6.0,1.7272727,1.07,1.0,0.0,0.0,1.0
3551,2019-05-01,18,2,2,1,0,14,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3553,2020-03-01,52,19,8,19,2,22,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3556,2020-02-01,31,14,7,9,0,19,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3557,2019-11-01,37,6,4,8,5,6,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3562,2020-05-01,55,17,6,8,0,24,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3563,2019-07-01,38,5,4,8,0,23,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3565,2019-12-01,42,11,3,2,3,21,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3566,2020-01-01,31,10,5,3,3,10,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3567,2019-09-01,35,8,5,12,0,4,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3569,2020-04-01,31,12,3,8,0,24,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3570,2019-08-01,36,7,5,4,0,9,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3571,2019-10-01,33,4,3,6,0,12,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3574,2019-06-01,36,8,5,4,0,33,9143.0,Rural,13.0,Treatment,9.0,3.7672956,3.33,0.0,1.0,0.0,1.0
3600,2020-02-01,50,10,5,10,0,45,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3604,2019-12-01,41,4,4,1,0,46,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3605,2019-07-01,38,4,4,4,0,39,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3606,2019-10-01,69,17,8,20,0,72,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3607,2020-01-01,39,4,3,4,0,41,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3609,2019-11-01,74,15,5,4,0,55,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3610,2019-08-01,55,9,4,3,0,45,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3612,2020-03-01,30,4,3,6,0,52,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3618,2020-05-01,26,3,2,6,0,64,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3619,2019-09-01,49,6,4,8,0,56,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3620,2019-05-01,48,16,9,14,0,41,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3623,2020-04-01,22,1,1,1,0,25,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3624,2019-06-01,48,18,10,14,0,41,9145.0,Urban,14.0,Treatment,8.0,2.0769231,2.12,0.0,1.0,1.0,1.0
3626,2019-10-01,42,1,1,0,8,19,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3629,2019-11-01,25,3,2,2,13,28,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3631,2020-04-01,19,2,1,6,2,7,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3633,2020-02-01,16,1,1,0,10,16,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3634,2019-07-01,36,1,1,1,0,13,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3635,2019-09-01,21,2,2,1,0,6,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3637,2020-03-01,23,1,1,1,10,8,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3639,2019-12-01,16,2,1,4,18,24,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3641,2019-06-01,54,0,0,0,0,14,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3643,2019-05-01,34,1,1,4,0,29,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3645,2020-05-01,30,1,1,0,20,7,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3647,2019-08-01,29,0,0,0,0,10,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3648,2020-01-01,20,1,1,1,12,19,9146.0,Urban,14.0,Treatment,8.0,2.4901962,2.28,1.0,0.0,1.0,1.0
3650,2019-09-01,22,2,2,1,2,22,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3652,2019-12-01,19,0,0,0,11,35,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3653,2019-07-01,51,12,6,10,0,57,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3655,2020-04-01,30,5,3,1,1,44,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3657,2020-01-01,37,2,2,1,7,14,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3658,2019-10-01,23,3,2,3,3,33,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3660,2020-03-01,23,0,0,0,20,42,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3663,2020-05-01,33,3,2,1,6,50,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3664,2019-11-01,36,5,4,3,17,33,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3665,2019-08-01,28,9,4,6,0,39,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3666,2020-02-01,23,2,2,0,16,22,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3667,2019-06-01,44,22,5,10,0,28,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3674,2019-05-01,34,15,4,12,0,24,9147.0,Rural,13.0,Treatment,9.0,3.6212122,2.07,1.0,0.0,0.0,1.0
3676,2020-05-01,20,7,2,7,0,17,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3678,2019-09-01,9,2,1,3,0,19,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3680,2020-02-01,19,5,4,5,1,15,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3682,2020-01-01,21,8,3,12,2,11,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3683,2020-04-01,15,2,2,3,0,12,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3685,2019-12-01,17,5,3,10,2,19,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3686,2019-10-01,12,4,2,10,0,14,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3689,2019-08-01,13,3,2,1,0,15,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3691,2019-07-01,19,6,2,9,0,33,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3692,2019-05-01,13,2,2,2,0,27,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3694,2019-06-01,13,5,4,5,0,30,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3697,2019-11-01,19,6,5,11,1,13,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3698,2020-03-01,15,4,3,1,4,11,9148.0,Rural,13.0,Treatment,7.0,1.9166667,2.24,0.0,1.0,0.0,1.0
3751,2019-08-01,11,3,3,1,0,18,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3752,2019-06-01,6,3,3,2,0,30,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3753,2020-04-01,3,1,1,1,0,10,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3754,2019-11-01,6,1,1,0,0,6,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3756,2019-05-01,6,2,1,0,0,29,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3757,2020-03-01,9,2,1,0,0,14,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3761,2019-07-01,9,2,2,3,0,22,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3762,2020-02-01,7,0,0,0,0,7,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3763,2020-01-01,7,0,0,0,0,6,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3767,2020-05-01,11,4,3,1,0,19,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3768,2019-12-01,6,3,2,1,0,7,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3769,2019-10-01,13,3,3,2,0,19,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3771,2019-09-01,10,1,1,4,0,15,10151.0,Rural,15.0,Treatment,8.0,4.2916665,2.18,0.0,1.0,0.0,1.0
3775,2019-12-01,38,5,3,2,0,20,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3777,2019-10-01,45,6,3,4,0,36,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3778,2020-05-01,49,9,3,0,0,64,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3779,2019-05-01,51,8,4,14,0,38,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3782,2020-04-01,28,5,3,4,0,29,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3783,2019-07-01,56,4,4,4,0,33,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3784,2020-01-01,53,6,5,6,0,37,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3785,2019-08-01,53,10,6,9,0,37,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3786,2019-06-01,45,10,6,11,0,43,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3788,2020-03-01,49,4,3,1,0,54,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3795,2019-11-01,53,7,6,10,0,48,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3796,2020-02-01,54,5,3,2,0,27,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3798,2019-09-01,45,8,5,7,0,30,10152.0,Urban,16.0,Treatment,8.0,3.7252965,2.14,0.0,1.0,1.0,1.0
3802,2019-12-01,18,2,2,0,0,39,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3804,2020-02-01,45,5,5,3,0,23,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3805,2020-03-01,29,5,4,9,0,33,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3806,2019-10-01,45,7,3,1,0,52,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3807,2020-05-01,57,9,4,1,0,68,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3809,2019-06-01,53,15,5,6,0,16,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3810,2019-11-01,21,3,3,1,0,28,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3812,2020-04-01,30,6,4,7,0,34,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3815,2019-09-01,46,6,4,0,0,52,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3816,2019-08-01,56,9,4,8,0,69,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3818,2019-07-01,42,15,3,4,0,35,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3822,2019-05-01,39,6,4,0,0,7,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3823,2020-01-01,22,2,2,1,0,25,10153.0,Rural,15.0,Treatment,7.0,3.6448865,1.04,1.0,0.0,0.0,1.0
3828,2019-09-01,29,6,3,4,0,17,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3833,2020-03-01,31,1,1,0,0,13,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3834,2020-05-01,42,1,1,0,0,56,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3835,2019-06-01,20,1,1,0,0,37,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3836,2019-10-01,23,1,1,0,0,23,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3837,2020-01-01,30,4,3,3,0,24,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3838,2020-04-01,18,1,1,0,0,24,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3840,2019-07-01,31,4,2,1,0,20,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3841,2019-12-01,14,3,3,1,0,29,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3845,2019-08-01,32,2,2,1,0,13,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3846,2019-05-01,31,0,0,0,0,32,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3848,2019-11-01,26,3,2,0,0,24,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3849,2020-02-01,22,0,0,0,0,10,10154.0,Rural,15.0,Treatment,8.0,3.7696078,2.1,1.0,0.0,0.0,1.0
3905,2019-09-01,43,1,1,1,2,8,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3906,2019-05-01,64,4,4,6,0,3,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3908,2020-02-01,49,3,1,4,2,5,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3911,2020-01-01,43,5,4,14,5,4,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3913,2019-10-01,36,5,3,11,3,8,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3914,2019-06-01,61,4,4,4,1,5,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3915,2019-07-01,66,9,6,9,2,4,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3917,2019-12-01,24,5,5,8,8,3,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3918,2019-11-01,37,3,3,2,4,7,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3919,2020-03-01,57,6,3,16,3,7,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3920,2020-04-01,54,3,3,5,4,6,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3922,2020-05-01,74,5,2,9,4,7,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3924,2019-08-01,70,2,1,2,8,7,10157.0,Rural,15.0,Treatment,7.0,2.5714285,1.07,0.0,1.0,0.0,1.0
3927,2019-06-01,39,16,4,27,0,67,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3928,2019-11-01,31,10,4,1,0,38,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3929,2020-04-01,28,8,3,9,0,40,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3930,2020-02-01,32,19,11,13,0,38,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3931,2019-12-01,30,13,5,4,0,36,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3932,2019-08-01,48,17,6,7,0,46,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3933,2020-01-01,26,7,3,2,0,34,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3935,2019-10-01,43,14,5,3,0,67,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3937,2019-07-01,25,8,4,8,0,80,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3940,2020-03-01,30,8,6,1,0,40,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3941,2020-05-01,47,15,6,9,0,76,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3944,2019-05-01,28,9,5,7,0,38,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3948,2019-09-01,22,9,7,4,0,68,10158.0,Rural,15.0,Treatment,5.0,2.896739,1.0,0.0,1.0,0.0,1.0
3975,2020-02-01,12,0,0,0,0,15,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3978,2019-06-01,11,0,0,0,0,14,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3979,2019-10-01,5,0,0,0,0,13,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3980,2019-12-01,4,0,0,0,0,12,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3983,2019-11-01,13,0,0,0,0,13,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3987,2020-04-01,9,0,0,0,0,17,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3988,2019-09-01,7,0,0,0,0,15,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3989,2019-08-01,15,1,1,1,0,15,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3991,2019-05-01,13,0,0,0,0,14,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3992,2020-05-01,9,0,0,0,0,13,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3993,2020-01-01,9,0,0,0,0,13,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3994,2020-03-01,8,0,0,0,0,8,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
3998,2019-07-01,7,0,0,0,0,28,10160.0,Rural,15.0,Treatment,5.0,2.3,0.02,1.0,0.0,0.0,1.0
4000,2019-08-01,28,4,3,2,0,48,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4001,2019-12-01,10,4,4,1,2,48,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4002,2020-02-01,10,3,2,0,0,42,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4004,2019-05-01,26,4,4,0,0,18,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4008,2020-03-01,19,6,2,3,0,32,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4009,2020-05-01,43,7,4,3,0,63,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4010,2019-11-01,20,7,5,2,1,58,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4012,2020-01-01,13,7,4,2,4,56,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4015,2019-07-01,32,17,8,4,0,46,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4017,2019-09-01,20,5,3,1,0,48,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4019,2020-04-01,57,3,2,0,0,28,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4022,2019-10-01,21,1,1,1,0,62,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4023,2019-06-01,30,14,9,3,0,36,11161.0,Rural,17.0,Treatment,8.0,2.1666667,2.4,0.0,1.0,0.0,1.0
4025,2020-02-01,10,4,2,0,0,46,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
