,uid,b_visit,b_pol_handling,b_safety,e_urja_knowledge,e_visit,e_pol_handling,e_safety,spw,e_gender,hh_id,member_gender,ps_code,population,urban,dist_urban,strat_pca,treatment,group,dist_id,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,attrited
694,10702381,0.0,0.0,3.0,No,0.0,1.0,3.0,0.0061629685,Female,1070238.0,female,3042.0,300000,Urban,4.0,2.15099,Treatment,women officers,3000.0,8.0,2.4,2.29,0.0,1.0,0.0
695,10712021,0.0,0.5,3.6666667,,0.0,0.0,2.3333333,0.020094324,Female,1071202.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
696,10712041,0.0,0.42857143,3.6666667,No,0.0,1.0,4.0,0.020094324,Female,1071204.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
697,10712050,0.0,0.44444445,3.3333333,No,0.0,0.6666667,3.3333333,0.100471616,Male,1071205.0,male,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
698,10712051,0.0,0.33333334,3.0,No,0.0,0.14285715,3.0,0.020094324,Female,1071205.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
699,10712061,0.0,0.0,3.6666667,,,,,0.020094324,,1071206.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
700,10712071,0.0,0.33333334,3.3333333,No,0.0,0.75,2.6666667,0.020094324,Female,1071207.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
701,10712081,0.0,0.11111111,3.6666667,,,,,0.020094324,,1071208.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
702,10712101,0.0,0.0,3.3333333,,,,,0.020094324,,1071210.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
703,10712121,0.0,0.11111111,4.0,,,,,0.020094324,,1071212.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
704,10712131,0.0,1.0,3.3333333,,,,,0.020094324,,1071213.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
705,10712141,0.0,-0.42857143,3.6666667,Yes,0.0,1.0,2.6666667,0.020094324,Female,1071214.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
706,10712150,0.0,0.5714286,3.6666667,,,,,0.100471616,,1071215.0,male,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
707,10712151,0.0,0.0,3.6666667,,,,,0.020094324,,1071215.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
708,10712171,0.0,0.33333334,3.3333333,No,0.0,0.0,3.3333333,0.020094324,Female,1071217.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
709,10712181,0.0,-0.5714286,2.0,No,0.0,-0.42857143,3.0,0.020094324,Female,1071218.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
710,10712191,0.0,,,,,,,0.020094324,,1071219.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
711,10712200,0.0,0.5,3.6666667,,,,,0.100471616,,1071220.0,male,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
712,10712201,0.0,0.14285715,3.0,,,,,0.020094324,,1071220.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
713,10712211,0.0,-1.0,3.3333333,,,,,0.020094324,,1071221.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
714,10712231,0.0,-0.6666667,3.6666667,No,0.0,0.875,3.3333333,0.020094324,Female,1071223.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
715,10712250,0.0,0.6666667,3.0,,,,,0.100471616,,1071225.0,male,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
716,10712251,0.0,0.11111111,3.0,,,,,0.020094324,,1071225.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
717,10712271,0.0,-0.25,3.3333333,No,0.0,1.0,3.0,0.020094324,Female,1071227.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
718,10712281,0.0,0.33333334,3.3333333,,,,,0.020094324,,1071228.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
719,10712291,0.0,0.0,2.6666667,No,1.0,0.125,3.6666667,0.020094324,Female,1071229.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
720,10712300,0.0,0.16666667,3.3333333,,,,,0.100471616,,1071230.0,male,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
721,10712301,0.0,0.14285715,4.0,,,,,0.020094324,,1071230.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
722,10712311,0.0,-0.14285715,3.3333333,Yes,0.0,0.71428573,3.3333333,0.020094324,Female,1071231.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
723,10712321,0.0,1.0,3.6666667,,,,,0.020094324,,1071232.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
724,10712331,0.0,0.125,3.3333333,No,0.0,0.0,3.3333333,0.020094324,Female,1071233.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
725,10712341,0.0,0.5,3.3333333,,,,,0.020094324,,1071234.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
726,10712351,0.0,-0.125,4.0,No,0.0,1.0,3.3333333,0.020094324,Female,1071235.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
727,10712361,0.0,1.0,4.0,Yes,0.0,1.0,3.0,0.020094324,Female,1071236.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
728,10712371,0.0,0.0,3.0,No,0.0,0.0,3.3333333,0.020094324,Female,1071237.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,0.0
729,10712381,0.0,-0.44444445,3.0,,,,,0.020094324,,1071238.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
730,10712421,0.0,0.0,3.3333333,,,,,0.020094324,,1071242.0,female,3043.0,55557,Rural,3.0,-1.3502458,Control,control,3000.0,,0.09090909,,0.0,0.0,1.0
731,10722021,0.0,1.0,,,,,,0.0015646107,,1072202.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
732,10722031,0.0,0.2,3.0,Yes,0.0,0.375,3.0,0.0015646107,Female,1072203.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
733,10722041,0.0,-0.33333334,2.6666667,No,0.0,0.4,2.6666667,0.0015646107,Female,1072204.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
734,10722051,0.0,0.375,2.6666667,,,,,0.0015646107,,1072205.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
735,10722081,0.0,0.625,3.6666667,No,0.0,0.42857143,3.6666667,0.0015646107,Female,1072208.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
736,10722100,0.0,0.22222222,3.0,,,,,0.007823054,,1072210.0,male,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
737,10722101,0.0,0.33333334,3.0,,,,,0.0015646107,,1072210.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
738,10722111,0.0,0.125,3.6666667,,,,,0.0015646107,,1072211.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
739,10722121,0.0,0.33333334,3.3333333,No,0.0,1.0,4.0,0.0015646107,Female,1072212.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
740,10722131,0.0,1.0,3.0,No,0.0,0.8,3.3333333,0.0015646107,Female,1072213.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
741,10722141,0.0,0.16666667,2.3333333,No,0.0,0.85714287,2.3333333,0.0015646107,Female,1072214.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
742,10722150,0.0,0.85714287,4.0,No,0.0,0.71428573,3.3333333,0.007823054,Male,1072215.0,male,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
743,10722151,0.0,0.625,3.0,,,,,0.0015646107,,1072215.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
744,10722171,0.0,0.33333334,3.3333333,No,1.0,0.16666667,2.3333333,0.0015646107,Female,1072217.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
745,10722181,0.0,0.0,2.6666667,,,,,0.0015646107,,1072218.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
746,10722200,1.0,1.0,3.3333333,No,0.0,1.0,3.0,0.007823054,Male,1072220.0,male,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
747,10722221,0.0,1.0,4.0,,,,,0.0015646107,,1072222.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
748,10722231,0.0,0.6,4.0,,,,,0.0015646107,,1072223.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
749,10722241,0.0,0.44444445,3.3333333,No,0.0,0.42857143,3.3333333,0.0015646107,Female,1072224.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
750,10722250,0.0,0.7777778,3.0,No,0.0,0.71428573,3.3333333,0.007823054,Male,1072225.0,male,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
751,10722251,0.0,0.44444445,3.3333333,,,,,0.0015646107,,1072225.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
752,10722281,0.0,0.0,3.3333333,,,,,0.0015646107,,1072228.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
753,10722291,0.0,1.0,4.0,No,0.0,0.4,3.3333333,0.0015646107,Female,1072229.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
754,10722301,0.0,-0.22222222,3.5,,,,,0.0015646107,,1072230.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
755,10722321,0.0,0.44444445,4.0,,,,,0.0015646107,,1072232.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
756,10722341,0.0,0.7777778,2.6666667,No,0.0,0.2,3.0,0.0015646107,Female,1072234.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
757,10722350,0.0,-0.125,2.6666667,Yes,0.0,-0.33333334,3.0,0.007823054,Male,1072235.0,male,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
758,10722351,0.0,0.71428573,2.6666667,No,0.0,0.16666667,2.0,0.0015646107,Female,1072235.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
759,10722371,0.0,0.0,3.6666667,,,,,0.0015646107,,1072237.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
760,10722391,0.0,0.0,2.3333333,No,0.0,0.33333334,2.3333333,0.0015646107,Female,1072239.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
761,10722401,0.0,0.44444445,3.0,No,0.0,0.8333333,2.6666667,0.0015646107,Female,1072240.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
762,10722411,1.0,0.22222222,3.0,,,,,0.0015646107,,1072241.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,1.0
763,10722450,0.0,0.6666667,3.6666667,No,1.0,0.875,3.3333333,0.007823054,Male,1072245.0,male,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
764,10722451,0.0,1.0,3.3333333,No,0.0,0.75,3.0,0.0015646107,Female,1072245.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
765,10722481,0.0,0.125,2.6666667,No,0.0,0.0,3.3333333,0.0015646107,Female,1072248.0,female,3044.0,45000,Urban,4.0,0.64409757,Treatment,women officers,3000.0,7.0,1.4,2.3,0.0,1.0,0.0
766,10732031,0.0,0.8888889,4.0,,,,,0.0017012418,,1073203.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
767,10732041,0.0,-0.42857143,2.3333333,,,,,0.0017012418,,1073204.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
768,10732050,0.0,0.6666667,3.6666667,No,1.0,0.75,3.3333333,0.008506209,Male,1073205.0,male,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
769,10732051,0.0,0.44444445,3.0,,,,,0.0017012418,,1073205.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
770,10732061,0.0,-0.71428573,4.0,No,1.0,0.375,3.3333333,0.0017012418,Female,1073206.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
771,10732100,1.0,0.14285715,3.6666667,No,1.0,0.875,3.0,0.008506209,Male,1073210.0,male,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
772,10732101,1.0,0.5555556,3.3333333,,0.0,0.75,3.3333333,0.0017012418,Female,1073210.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
773,10732131,0.0,1.0,3.6666667,No,0.0,1.0,2.6666667,0.0017012418,Female,1073213.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
774,10732141,0.0,0.8888889,3.0,Yes,0.0,1.0,3.3333333,0.0017012418,Female,1073214.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
775,10732151,1.0,0.875,3.0,,,,,0.0017012418,,1073215.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
776,10732171,0.0,0.44444445,3.0,,,,,0.0017012418,,1073217.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
777,10732211,0.0,0.85714287,4.0,No,0.0,1.0,2.6666667,0.0017012418,Female,1073221.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
778,10732221,0.0,-0.4,3.6666667,,,,,0.0017012418,,1073222.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
779,10732250,0.0,0.85714287,3.6666667,Yes,0.0,0.0,4.0,0.008506209,Male,1073225.0,male,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
780,10732251,0.0,0.33333334,3.6666667,No,0.0,0.25,3.6666667,0.0017012418,Female,1073225.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
781,10732261,0.0,-0.2857143,3.6666667,No,0.0,1.0,3.3333333,0.0017012418,Female,1073226.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
782,10732291,0.0,-0.44444445,3.3333333,No,0.0,0.33333334,2.3333333,0.0017012418,Female,1073229.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
783,10732300,1.0,0.11111111,3.6666667,Yes,1.0,0.75,4.0,0.008506209,Male,1073230.0,male,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
784,10732301,0.0,0.44444445,3.0,Yes,1.0,0.0,3.3333333,0.0017012418,Female,1073230.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
785,10732311,0.0,0.8,1.6666666,,,,,0.0017012418,,1073231.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
786,10732331,0.0,0.8888889,3.0,,,,,0.0017012418,,1073233.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
787,10732341,0.0,0.44444445,3.3333333,,,,,0.0017012418,,1073234.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
788,10732361,0.0,0.8,3.3333333,,,,,0.0017012418,,1073236.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
789,10732371,0.0,0.0,2.3333333,,,,,0.0017012418,,1073237.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
790,10732400,0.0,0.33333334,3.0,No,0.0,0.2857143,3.0,0.008506209,Male,1073240.0,male,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
791,10732401,0.0,0.125,3.0,No,0.0,0.42857143,1.6666666,0.0017012418,Female,1073240.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
792,10732411,0.0,1.0,3.3333333,No,0.0,1.0,3.0,0.0017012418,Female,1073241.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,0.0
793,10732441,0.0,0.4,3.3333333,,,,,0.0017012418,,1073244.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
794,10732451,0.0,1.0,4.0,,,,,0.0017012418,,1073245.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
795,10732461,0.0,0.0,3.0,,,,,0.0017012418,,1073246.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
796,10732481,0.0,0.44444445,3.3333333,,,,,0.0017012418,,1073248.0,female,3047.0,110000,Urban,4.0,2.573468,Treatment,regular mhd,3000.0,6.0,2.1666667,1.0,1.0,0.0,1.0
797,10742011,0.0,-0.6666667,3.3333333,,,,,0.0007585624,,1074201.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
798,10742041,0.0,0.0,4.0,,,,,0.0007585624,,1074204.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
799,10742050,0.0,-0.25,3.3333333,No,0.0,0.875,4.0,0.003792812,Male,1074205.0,male,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
800,10742051,0.0,0.33333334,3.0,No,0.0,1.0,3.6666667,0.0007585624,Female,1074205.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
801,10742061,0.0,0.2857143,3.3333333,,,,,0.0007585624,,1074206.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
802,10742071,0.0,0.0,3.3333333,,,,,0.0007585624,,1074207.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
803,10742081,0.0,0.14285715,3.3333333,,,,,0.0007585624,,1074208.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
804,10742100,1.0,0.4,3.3333333,,,,,0.003792812,,1074210.0,male,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
805,10742101,0.0,0.375,3.3333333,,,,,0.0007585624,,1074210.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
806,10742111,0.0,0.5,3.0,Yes,0.0,1.0,3.3333333,0.0007585624,Female,1074211.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
807,10742121,0.0,0.0,3.3333333,No,0.0,0.875,3.0,0.0007585624,Female,1074212.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
808,10742131,0.0,-0.25,3.0,No,1.0,0.6666667,3.3333333,0.0007585624,Female,1074213.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
809,10742150,0.0,0.0,3.6666667,No,1.0,-0.42857143,2.0,0.003792812,Male,1074215.0,male,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
810,10742151,0.0,0.16666667,3.0,No,0.0,0.5,2.6666667,0.0007585624,Female,1074215.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
811,10742161,0.0,0.375,3.6666667,No,0.0,0.5,4.0,0.0007585624,Female,1074216.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
812,10742171,0.0,-1.0,3.3333333,,,,,0.0007585624,,1074217.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
813,10742181,0.0,0.8,3.0,,,,,0.0007585624,,1074218.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
814,10742191,1.0,-0.8333333,2.0,No,1.0,0.0,2.0,0.0007585624,Female,1074219.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
815,10742200,0.0,0.44444445,3.3333333,,0.0,0.6666667,3.0,0.003792812,Male,1074220.0,male,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
816,10742201,1.0,-0.375,3.3333333,No,0.0,0.875,3.3333333,0.0007585624,Female,1074220.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
817,10742221,0.0,-0.5,3.3333333,No,0.0,1.0,3.0,0.0007585624,Female,1074222.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
818,10742231,0.0,1.0,4.0,No,0.0,0.0,3.6666667,0.0007585624,Female,1074223.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
819,10742241,0.0,0.33333334,3.3333333,,,,,0.0007585624,,1074224.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
820,10742251,0.0,0.33333334,3.6666667,,,,,0.0007585624,,1074225.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
821,10742271,0.0,0.22222222,3.3333333,No,0.0,0.6666667,4.0,0.0007585624,Female,1074227.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
822,10742281,0.0,0.8888889,4.0,,,,,0.0007585624,,1074228.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
823,10742291,0.0,0.8888889,3.3333333,,,,,0.0007585624,,1074229.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
824,10742301,0.0,1.0,3.3333333,No,0.0,1.0,3.6666667,0.0007585624,Female,1074230.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,0.0
825,10742311,0.0,-0.11111111,2.6666667,,,,,0.0007585624,,1074231.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
826,10742341,0.0,0.0,3.5,,,,,0.0007585624,,1074234.0,female,3045.0,100000,Urban,4.0,0.20839313,Control,control,3000.0,,0.44444445,,0.0,0.0,1.0
